task,controller,base_slew_weight,filter,filter_kind,filter_width,filter_sigma,eval_strength,seed,final_fidelity,tail_infidelity_mean,tail_stability_range,segments,horizon_steps,beam_width,design_seconds,pulse_energy,rms_slew,max_step,total_variation,high_frequency_fraction
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,33,0.991496377952187,0.008440205661199527,0.003148187046270401,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,34,0.9912883247162695,0.012240555308681204,0.008757797744250007,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,35,0.9867486547756941,0.017590716120829034,0.011831868794289657,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,36,0.990384465552118,0.011876605383709373,0.005853162670955481,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,37,0.9888791290319107,0.018555414211612005,0.014762748780547175,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,38,0.9921795519333954,0.009740912826854306,0.005608760617741848,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,39,0.9904013004480865,0.012279544584829938,0.009162242306706592,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,40,0.9920196770894381,0.011773720321306028,0.008375090793559248,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,41,0.9875433717646975,0.01328504176685734,0.005263087086663343,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,42,0.9916869503891169,0.007964170687941384,0.0023342413679949825,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,43,0.992410850899597,0.008277500616914697,0.006397386531219795,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,44,0.9921439174803366,0.009669330809611085,0.0055545953451913155,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,45,0.9923721690823777,0.009831524546923966,0.005100380807647631,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,46,0.9883898274156983,0.008773599799036887,0.005377977118699362,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,47,0.9911021836022865,0.013397445299292739,0.01266847020664319,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,48,0.98872034303252,0.010298603904578938,0.006144201901501001,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,49,0.9925201546340776,0.008177297705098127,0.0034080774852004447,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,50,0.9915608001905918,0.008939518099100293,0.00417410673085894,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,51,0.9922225045851316,0.010304793621850602,0.005413864135235813,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,52,0.987424738314258,0.012830203321492463,0.004971043306175149,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,53,0.9917848362571364,0.009493391745154333,0.004611144424344182,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,54,0.988906515727753,0.016657635504494575,0.012341689168099412,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,55,0.9901615709102629,0.01017559102755677,0.003083768437645462,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,56,0.9884232113558375,0.017917682994808472,0.01445162192906535,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,57,0.9910025285451693,0.014684178881770392,0.013521430158151215,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,58,0.9911443621832001,0.013830098267037115,0.01323254793431039,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,none,none,1,0.0,0.08,59,0.9876862181141117,0.016911482227013434,0.012631635363853033,60,4,6,36.85730834398419,4.433333333333334,2.4810312118206275,4.5,126.41963431698633,0.2503816836242056
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,10,0.9657432117059389,0.025831178045833972,0.019434885041228922,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,11,0.9679635136872716,0.018494110488477565,0.027076077593555126,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,12,0.970026399456467,0.017865688874899588,0.025113819897510936,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,13,0.9362698073669868,0.0354471552108449,0.051184997843231606,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,14,0.9467027062760707,0.05355882786363708,0.02355453099646998,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,15,0.9616303526949174,0.016072267270114564,0.033126483679541185,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,16,0.9683188085445041,0.015064678945780948,0.028910590542115755,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,17,0.9518378987258173,0.04731957275413441,0.022811526138826088,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,18,0.9489903918363489,0.020867875197502772,0.04631571917695343,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,19,0.9758897687431102,0.01417797689384208,0.02094150368610792,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,20,0.9683600279466246,0.01667055360838157,0.02807395056898121,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,21,0.9710501127197331,0.03542340066723991,0.02128685795045926,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,22,0.9637206126400952,0.029072118889791963,0.018123822572710835,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,23,0.9522579553465412,0.041508256100776894,0.02638367609797254,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,24,0.9524265815680668,0.05063297414797342,0.019936540279784087,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,25,0.9518893230722956,0.05388752769670571,0.021830570698608387,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,26,0.9532064508567741,0.019685271000365972,0.04118252433801517,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,27,0.9540388281244421,0.030491974784050045,0.03252944711433037,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,28,0.975177331130713,0.014598137755835627,0.020729285371751116,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,29,0.9758885052332562,0.017295371056534174,0.017324487461537474,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,30,0.9553435065946485,0.04589076961936338,0.02004975694610578,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,31,0.967120102323572,0.014934555194664955,0.02998780030902881,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,32,0.9596564937402652,0.035102149777124,0.023537265865008927,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,33,0.9390686853903837,0.02983847654992937,0.05301302354419313,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,34,0.9477253271439195,0.022311447257069735,0.047630810720737604,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,35,0.970751156634122,0.013320467570689814,0.027199171350743234,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,36,0.9701795535182741,0.017334661067449006,0.023471194685175667,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,37,0.9467879095016082,0.05568362962051158,0.023657659819694143,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,38,0.9451573385351606,0.04064992704843784,0.033878524801678966,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,39,0.9699100059373305,0.018739529337623274,0.02435194686786679,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,40,0.9623725410318926,0.026391023291284996,0.02264375777834493,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,41,0.9754539919884204,0.012669578148372714,0.021952987821179493,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,42,0.9402502473024036,0.027633134999839232,0.05302946146082066,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,43,0.9707089600170793,0.034073063800047154,0.0202679426620177,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,44,0.9446316731363877,0.040226963401626424,0.03503190238007203,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,45,0.9551836342479676,0.019957707349620588,0.037917990388386835,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,46,0.9801044663282702,0.016300604315937724,0.014325617993504514,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,47,0.9693835152550188,0.0369404432670793,0.02075129869364911,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,48,0.9775030325229584,0.015546252007996463,0.01735196595488675,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,49,0.9692746377598115,0.02430574070463031,0.021324665588369096,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,50,0.9396618442152704,0.03029306524348107,0.05193473771448143,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,51,0.9578553627620683,0.019379840166032593,0.03457239798220779,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,52,0.9766450726429114,0.012922813169323063,0.020575535483927987,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,53,0.9435816690702571,0.024368544630613092,0.0513393935894112,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,54,0.961295877581623,0.015514392626424024,0.035314923781347596,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,55,0.9394316581520198,0.037949238836627826,0.04332316572868189,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,56,0.9626013631721604,0.016557003584203363,0.0335761678556481,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,57,0.9560350891606522,0.02288970836412333,0.03741523301500371,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,58,0.9681939696159185,0.038875322065767534,0.021714273428076636,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar3,boxcar,3,0.0,0.08,59,0.9699219733170267,0.015038705115808284,0.0274176650082677,60,4,6,36.85730834398419,2.377484567507578,0.9638229397474624,3.447078078233704,42.95163963378757,0.04697976379837065
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,10,0.5799286123023298,0.2842002269429576,0.20569326765950868,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,11,0.5926989524024437,0.24987275923427868,0.23719957316562046,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,12,0.596695973166482,0.2527437288696399,0.22599952414571067,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,13,0.5457753855032327,0.28752206856176676,0.27470956336510033,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,14,0.6001162106582187,0.307401120480306,0.15418561517288265,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,15,0.5544003961671167,0.25834162216355927,0.28593557746409193,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,16,0.588736150918149,0.23137930066726958,0.27015669080816895,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,17,0.5798217396902172,0.32601270495878215,0.14904799715696426,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,18,0.5414109166860639,0.25990903907910295,0.3128275332440875,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
Z,bandwidth_filtered_beam_horizon,0.0,boxcar7,boxcar,7,0.0,0.08,19,0.6069884000109397,0.2507302591406846,0.2124608866248051,60,4,6,36.85730834398419,1.6798706999042763,0.6056862450124925,3.258741112966108,26.307864652461788,0.03771629266993522
