task,pulse_type,training_strength,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,training_objective
H,polished_open_loop,0.08,0.05,43,0.9999834898593852,1.6510140614767188e-05,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,44,0.9999971396951283,2.8603048717323887e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,45,0.999994329653803,5.670346197028664e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,46,0.9999878308827921,1.2169117207916358e-05,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,47,0.9999903466859822,9.65331401781011e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,48,0.9999941048566946,5.895143305401085e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,49,0.9999948498186917,5.150181308311019e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,50,0.9999976031079573,2.3968920427330787e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,51,0.9999930104605104,6.989539489632435e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,52,0.9999927756150958,7.224384904191972e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,53,0.9999973595673547,2.6404326453066673e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,54,0.9999928287054645,7.171294535535111e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,55,0.9999942534377397,5.746562260267041e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,56,0.9999928721810744,7.12781892564518e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,57,0.9999978171677241,2.1828322759320784e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,58,0.9999916592988283,8.34070117172736e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.05,59,0.9999924602515946,7.5397484053940644e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,10,0.9999622795864876,3.7720413512354334e-05,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,11,0.9999964710381564,3.528961843635159e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,12,0.999994463675412,5.5363245879958e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,13,0.9999945187442062,5.481255793804429e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,14,0.9999247733946606,7.522660533942904e-05,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,15,0.9999972751447648,2.7248552352254762e-06,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,16,0.9999867460213456,1.3253978654370613e-05,0.43935843152488097,5.1291345236599055e-05
H,polished_open_loop,0.08,0.08,17,0.9999938647734494,6.135226550574302e-06,0.43935843152488097,5.1291345236599055e-05
