task,pulse_type,train_noise_case,eval_noise_case,disorder_strength,gamma_phi,gamma_relax,seed,final_fidelity,final_infidelity,final_purity,pulse_energy
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,51,0.9863186336063163,0.01368136639368367,0.9965222354176241,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,52,0.9534724171331699,0.04652758286683012,0.9946327656637097,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,53,0.9923907825185041,0.0076092174814959,0.996908336801384,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,54,0.9910441658544183,0.008955834145581654,0.9976939925061405,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,55,0.9954452413342987,0.0045547586657013195,0.9972076902474252,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,56,0.993242411402988,0.006757588597012032,0.996860367125793,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,57,0.9970212717409151,0.0029787282590848507,0.9946877784591412,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,58,0.9580398723278439,0.04196012767215607,0.9874865972715596,2.466666666666667
H,open_trained,trained_combined,static_only,0.08,0.0,0.0,59,0.9879890686793162,0.01201093132068376,0.9970683721463907,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,10,0.9335445361200811,0.06645546387991885,0.9221545494881556,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,11,0.9556948711955409,0.04430512880445914,0.9248799951410075,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,12,0.9531687814262413,0.046831218573758715,0.9252609457537749,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,13,0.9550822938493934,0.04491770615060664,0.9268359622207109,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,14,0.9568233325658944,0.04317666743410564,0.9226237449808713,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,15,0.9467117459570407,0.05328825404295934,0.9254063777443913,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,16,0.9524194394062128,0.047580560593787236,0.9253076557065594,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,17,0.9584077236239832,0.04159227637601681,0.9257214664527642,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,18,0.9560009929344297,0.04399900706557025,0.9269208315146613,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,19,0.9402179759589294,0.05978202404107058,0.92628411188916,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,20,0.9545555278394717,0.04544447216052827,0.9249855035037065,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,21,0.9294499068080233,0.07055009319197669,0.9253100979634759,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,22,0.9366419183615733,0.06335808163842671,0.9218843582144034,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,23,0.9594225716203078,0.04057742837969225,0.925747516970412,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,24,0.9562755750627818,0.043724424937218176,0.9250900505742776,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,25,0.9537736906132421,0.04622630938675787,0.9236934559176886,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,26,0.954172777373832,0.04582722262616801,0.9263077992912017,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,27,0.9598510609481684,0.04014893905183159,0.9242217008211232,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,28,0.91896107103284,0.08103892896716003,0.9241615086554033,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,29,0.9139456616845765,0.08605433831542353,0.9235340172574684,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,30,0.9561262725606994,0.043873727439300625,0.9257833467470001,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,31,0.9526081024983707,0.04739189750162931,0.9254010868646783,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,32,0.9573721325331668,0.042627867466833225,0.9259136397987258,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,33,0.9537920981235789,0.0462079018764211,0.9263261489667209,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,34,0.9569541147458445,0.043045885254155536,0.9259608631644096,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,35,0.9464210318150799,0.05357896818492014,0.9257230152123148,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,36,0.9281643215142099,0.07183567848579009,0.9234960611124666,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,37,0.9574038738267776,0.04259612617322239,0.9233321630543768,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,38,0.9586108815088059,0.04138911849119409,0.9252595203682841,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,39,0.9532618827530427,0.04673811724695731,0.9253313426606726,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,40,0.9402457848491459,0.059754215150854106,0.9225415480959422,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,41,0.9223685543587302,0.07763144564126978,0.9249181735013069,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,42,0.9547328555069372,0.045267144493062794,0.926951436391855,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,43,0.9343468511456046,0.06565314885439544,0.9260490506043152,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,44,0.9583070247960286,0.041692975203971416,0.9252058224472841,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,45,0.9524061876105991,0.04759381238940086,0.9257384438378707,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,46,0.9193204388417853,0.08067956115821473,0.926706439998846,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,47,0.9217004185218932,0.07829958147810678,0.9218162112687379,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,48,0.934768198043543,0.06523180195645695,0.9267570757874262,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,49,0.9512971475996883,0.04870285240031169,0.9261534197331402,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,50,0.9538263687528928,0.04617363124710716,0.9258531885712988,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,51,0.9497107811396118,0.050289218860388174,0.9252267664412567,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,52,0.9188758744712286,0.08112412552877135,0.9248833190634013,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,53,0.9555167639030042,0.04448323609699578,0.9266582951304758,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,54,0.9542574201749794,0.04574257982502061,0.9259157863748628,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,55,0.9581980787698043,0.04180192123019566,0.9260228016507075,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,56,0.9564093478100872,0.04359065218991276,0.9252552469521278,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,57,0.960079968483603,0.039920031516397,0.9239452828840743,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,58,0.9241438331987833,0.07585616680121665,0.9217977636676113,2.466666666666667
H,open_trained,trained_combined,deph_0.005,0.08,0.005,0.0,59,0.9513273338217513,0.048672666178248725,0.9253422323382701,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,10,0.9641753972523404,0.03582460274765964,0.9822102583862216,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,11,0.9884657713624393,0.011534228637560706,0.9880374896695827,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,12,0.9858631132770208,0.014136886722979192,0.9883190796400455,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,13,0.9880283163888702,0.011971683611129769,0.9893307986357271,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,14,0.9889171310110296,0.011082868988970374,0.9836137826701732,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,15,0.9786621525076813,0.021337847492318707,0.9882145618128335,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,16,0.9848827442639998,0.015117255736000201,0.9888162484103084,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,17,0.9914565252986028,0.008543474701397158,0.988586344328723,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,18,0.9885998586355291,0.011400141364470873,0.9892126792470799,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,19,0.9722612641181069,0.02773873588189313,0.9887222032610046,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,20,0.9871907760047112,0.012809223995288832,0.9882945230055431,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,21,0.9601040277930855,0.03989597220691454,0.9828558016157496,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,22,0.9673830964584471,0.03261690354155289,0.9818230572879241,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,23,0.9927739440883233,0.007226055911676688,0.9893427377970604,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,24,0.9888771256477601,0.011122874352239909,0.9868683649775871,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,25,0.9858064746925339,0.014193525307466093,0.9842455096940214,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,26,0.9866049605739584,0.013395039426041588,0.9888407766892062,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,27,0.9930304746267765,0.006969525373223484,0.9873893598258162,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,28,0.9492359563821099,0.05076404361789011,0.9847088171259284,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,29,0.9437311749505254,0.05626882504947461,0.9827756240901591,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,30,0.9889433214893899,0.011056678510610096,0.9879889378978555,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,31,0.9850398160659111,0.014960183934088933,0.98895072973773,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,32,0.9905591259622205,0.00944087403777949,0.9889734969960745,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,33,0.9865034849278547,0.013496515072145332,0.9881455282423072,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,34,0.9895012878735138,0.010498712126486232,0.9877450721727525,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,35,0.9786104113441088,0.021389588655891245,0.9892811154199644,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,36,0.9588151990836653,0.041184800916334696,0.9845007931952678,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,37,0.9896797805897787,0.01032021941022132,0.9845989906258237,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,38,0.9919847488954954,0.008015251104504628,0.9890487153422076,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,39,0.9859966064496348,0.014003393550365173,0.9883046697527693,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,40,0.9713474477889352,0.028652552211064775,0.9832667222364371,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,41,0.953026786158438,0.046973213841561945,0.9863535752318819,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,42,0.9874536588367497,0.012546341163250263,0.9888018342017233,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,43,0.9655331624279175,0.034466837572082465,0.984612405971983,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,44,0.9916570340670107,0.008342965932989332,0.9889347377496516,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,45,0.9846827111932458,0.015317288806754203,0.9882356216370729,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,46,0.9499922369756189,0.05000776302438115,0.9859532536602482,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,47,0.9512360278980201,0.04876397210197991,0.9783423717587758,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,48,0.9665249392631113,0.03347506073688866,0.988149140293885,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,49,0.9840600285819672,0.015939971418032828,0.9885251255695447,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,50,0.9865286097259874,0.013471390274012562,0.9876792142616274,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,51,0.9817808125839182,0.01821918741608175,0.9876793216119228,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,52,0.9493147055957877,0.05068529440421232,0.985791178332742,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,53,0.9881305741688367,0.01186942583116335,0.9883632991937482,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,54,0.9866732602564368,0.013326739743563243,0.9892133984803287,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,55,0.9910796489569985,0.008920351043001484,0.9885337384695342,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,56,0.9889389869867795,0.011061013013220489,0.9885123135498278,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,57,0.9928369281650203,0.007163071834979662,0.9864541922589465,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,58,0.9538077295370183,0.04619227046298169,0.9783939577308904,2.466666666666667
H,open_trained,trained_combined,relax_0.002,0.08,0.0,0.002,59,0.9837940611431447,0.016205938856855284,0.9887676397495422,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,10,0.9293997071680515,0.07060029283194846,0.9144282235602098,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,11,0.9518696378793577,0.048130362120642256,0.9178342853493185,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,12,0.9493700084101004,0.05062999158989956,0.9181885048668199,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,13,0.9512031254945228,0.048796874505477206,0.9195140901705315,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,14,0.9527456990807581,0.047254300919241876,0.9151476220294458,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,15,0.9425388398371495,0.05746116016285052,0.9178693105609748,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,16,0.9485004441829178,0.05149955581708221,0.9181929987023674,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,17,0.954642147003386,0.04535785299661399,0.9185896579544833,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,18,0.9518860760018191,0.04811392399818093,0.9194236793390009,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,19,0.9364757115222895,0.06352428847771052,0.9190544112319451,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,20,0.9506873156810417,0.0493126843189583,0.917919439248916,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,21,0.9257387441877402,0.07426125581225984,0.9175654418972529,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,22,0.9324766427022636,0.0675233572977364,0.9141616973278259,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,23,0.955718851175653,0.04428114882434697,0.9187427963285223,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,24,0.9524450404391714,0.04755495956082856,0.9178147180412808,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,25,0.9498433821108194,0.05015661788918058,0.9162577007215077,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,26,0.9499908518426465,0.05000914815735347,0.9187597104486682,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,27,0.9561203811366008,0.043879618863399195,0.9172539789774731,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,28,0.915051023341962,0.08494897665803802,0.9164909606449323,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,29,0.9100624883332477,0.08993751166675235,0.9157622546931222,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,30,0.9523614252671686,0.047638574732831396,0.9185790457536784,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,31,0.948656571977444,0.05134342802255598,0.9182610029001487,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,32,0.9536771903603578,0.04632280963964219,0.91886111390663,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,33,0.9499605883943747,0.050039411605625306,0.919052226983577,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,34,0.9529932745238365,0.04700672547616347,0.9186675465244543,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,35,0.9425072158330192,0.05749278416698078,0.9185372798826028,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,36,0.9240995781782462,0.07590042182175383,0.915826022472059,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,37,0.95341040582544,0.04658959417455999,0.9159341613437277,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,38,0.9549289526569122,0.045071047343087756,0.9183011095246172,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,39,0.9494815788900005,0.05051842110999949,0.918257309301755,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,40,0.9360476525466876,0.06395234745331235,0.9148508488102218,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,41,0.9184816068029298,0.08151839319707022,0.9173449655230268,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,42,0.9508079923984482,0.049192007601551846,0.9195763068449831,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,43,0.9306588968233303,0.06934110317666975,0.9184234299014353,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,44,0.9546265461991995,0.04537345380080049,0.9182444455059942,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,45,0.9481984983153919,0.051801501684608064,0.918160643906453,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,46,0.9157114093936713,0.08428859060632865,0.9190853069644864,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,47,0.917788576802987,0.08221142319701302,0.9139155229708517,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,48,0.9310971916790012,0.06890280832099882,0.9194154759055281,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,49,0.9475997401074059,0.052400259892594114,0.9190117413036722,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,50,0.9500275382002705,0.04997246179972947,0.9186301170947322,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,51,0.9454962937422875,0.0545037062577125,0.9176361017537651,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,52,0.9150289173733965,0.08497108262660347,0.9172714891540853,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,53,0.9515661773444613,0.04843382265553875,0.9192979295011304,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,54,0.9502036499543759,0.049796350045624105,0.9186479399901366,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,55,0.9541514062599878,0.045848593740012156,0.9185759646033967,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,56,0.9524212529397897,0.04757874706021026,0.918104591875815,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,57,0.9562060737968617,0.04379392620313827,0.9168852458040876,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,58,0.9202237670677462,0.07977623293225378,0.9139126327435493,2.466666666666667
H,open_trained,trained_combined,combined,0.08,0.005,0.002,59,0.9474469368794629,0.05255306312053709,0.9182376971708627,2.466666666666667
