task,method,net_index,coeff_x,coeff_y,coeff_z,coeff_norm,ball_radius,points_per_axis,grid_spacing,covering_radius,final_fidelity,final_infidelity,pulse_energy,design_seconds,time_horizon
Z,terminal_value_shifted,83,-0.06656402354703,0.0,-0.04437601569802,0.08000000000000301,0.08,13,0.013333333333333336,0.011547005383792518,0.9990808830376191,0.0009191169623808948,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,84,-0.06656402354703,0.0,0.04437601569802,0.08000000000000301,0.08,13,0.013333333333333336,0.011547005383792518,0.9987196288979948,0.0012803711020051844,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,85,-0.06656402354703,0.04437601569802,0.0,0.08000000000000301,0.08,13,0.013333333333333336,0.011547005383792518,0.9978712610741303,0.002128738925869733,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,86,-0.06593307069537,-0.04395538046358,-0.0109888451159,0.0799999999999998,0.08,13,0.013333333333333336,0.011547005383792518,0.9965517211899737,0.003448278810026295,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,87,-0.06593307069537,-0.04395538046358,0.0109888451159,0.0799999999999998,0.08,13,0.013333333333333336,0.011547005383792518,0.9961521155016269,0.003847884498373144,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,88,-0.06593307069537,-0.0109888451159,-0.04395538046358,0.0799999999999998,0.08,13,0.013333333333333336,0.011547005383792518,0.9989782965683589,0.0010217034316410967,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,89,-0.06593307069537,-0.0109888451159,0.04395538046358,0.0799999999999998,0.08,13,0.013333333333333336,0.011547005383792518,0.9982273778232336,0.0017726221767664363,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,90,-0.06593307069537,0.0109888451159,-0.04395538046358,0.0799999999999998,0.08,13,0.013333333333333336,0.011547005383792518,0.9989252942651832,0.0010747057348168276,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,91,-0.06593307069537,0.0109888451159,0.04395538046358,0.0799999999999998,0.08,13,0.013333333333333336,0.011547005383792518,0.9990110137013091,0.0009889862986909304,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,92,-0.06593307069537,0.04395538046358,-0.0109888451159,0.0799999999999998,0.08,13,0.013333333333333336,0.011547005383792518,0.9976760506472082,0.0023239493527917876,4.705,272.2985820590984,8.0
Z,terminal_value_shifted,93,-0.06593307069537,0.04395538046358,0.0109888451159,0.0799999999999998,0.08,13,0.013333333333333336,0.011547005383792518,0.9981141755527293,0.0018858244472707009,4.705,272.2985820590984,8.0
