task,method,net_index,coeff_x,coeff_y,coeff_z,coeff_norm,ball_radius,points_per_axis,grid_spacing,covering_radius,final_fidelity,final_infidelity,grad_x,grad_y,grad_z,gradient_norm,pulse_energy,design_seconds,time_horizon,score_mode,worst_weight,train_net_points,base_train_points,hard_points_requested,hard_points_used
Z,selected_hard_augmented_mean_worst,28,-0.07155417527999,0.03577708764,0.0,0.07999999999999859,0.08,13,0.013333333333333336,0.011547005383792518,0.9987787829333667,0.0012212170666332511,0.000926262107649109,0.02363212032060688,-0.009687105653109152,0.02555729031556762,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,29,-0.07077213895435,-0.03538606947718,-0.01179535649239,0.08000000000000126,0.08,13,0.013333333333333336,0.011547005383792518,0.998434927226689,0.0015650727733109715,-0.005980727172144082,-0.02647819971318277,-0.016389288581205308,0.03170919326877998,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,30,-0.07077213895435,-0.03538606947718,0.01179535649239,0.08000000000000126,0.08,13,0.013333333333333336,0.011547005383792518,0.9986549681694099,0.0013450318305900932,-0.0029165760297574644,-0.02611472301236578,-0.0022658159309729142,0.0263745918562353,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,31,-0.07077213895435,-0.01179535649239,-0.03538606947718,0.08000000000000126,0.08,13,0.013333333333333336,0.011547005383792518,0.9983481622959758,0.0016518377040242171,-0.008527429702709838,-0.012089952661831271,-0.030154786949408374,0.033588616950749675,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,32,-0.07077213895435,-0.01179535649239,0.03538606947718,0.08000000000000126,0.08,13,0.013333333333333336,0.011547005383792518,0.9989869099729067,0.0010130900270932663,-0.0007206627699031104,-0.011434368066559841,0.011803803918758626,0.016449739051486178,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,33,-0.07077213895435,0.01179535649239,-0.03538606947718,0.08000000000000126,0.08,13,0.013333333333333336,0.011547005383792518,0.9984293851600805,0.001570614839919493,-0.005494041618402334,0.005640564057816766,-0.030325724840549073,0.03133129495089161,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,34,-0.07077213895435,0.01179535649239,0.03538606947718,0.08000000000000126,0.08,13,0.013333333333333336,0.011547005383792518,0.9990701473747089,0.0009298526252911055,0.00048178047194283313,0.004588095365579692,0.011597691290509138,0.012481553379958396,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,35,-0.07077213895435,0.03538606947718,-0.01179535649239,0.08000000000000126,0.08,13,0.013333333333333336,0.011547005383792518,0.9986319238711239,0.0013680761288761278,0.00017324714451411038,0.024050869614240522,-0.01674202450683898,0.029304773132748825,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,36,-0.07077213895435,0.03538606947718,0.01179535649239,0.08000000000000126,0.08,13,0.013333333333333336,0.011547005383792518,0.9988595635916075,0.0011404364083924534,0.0015011675232379507,0.022802689279705857,-0.002663285172033847,0.02300672141412618,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
Z,selected_hard_augmented_mean_worst,37,-0.06857142857143,-0.03428571428571,-0.02285714285714,0.07999999999999857,0.08,13,0.013333333333333336,0.011547005383792518,0.9982628307405182,0.0017371692594817523,-0.007433594003856986,-0.02600525474836851,-0.0225879264155443,0.03523841673650741,4.1775,32.9196830377914,8.0,mean_worst,0.25,547,335,256,212
