task,baseline,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,basis_count,segments,refreshes,frequency_seed_path,training_objective,optimizer_success_all,optimization_seconds
Z,dcrab_large,0.08,38,0.9994342986587244,0.0005657013412756484,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,39,0.9999167932784102,8.320672158979026e-05,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,40,0.9967431191929035,0.0032568808070965183,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,41,0.9954470814328563,0.004552918567143682,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,42,0.9996537395416085,0.00034626045839147856,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,43,0.9996671025083733,0.0003328974916266825,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,44,0.9994339133522615,0.0005660866477384952,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,45,0.9978889717931303,0.002111028206869703,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,46,0.9993525215693814,0.000647478430618631,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,47,0.9983670941712519,0.001632905828748088,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,48,0.9996288792294712,0.00037112077052881,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,49,0.9998600738797797,0.0001399261202202906,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,50,0.9999779916311363,2.2008368863679628e-05,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,51,0.9974013128107536,0.0025986871892463848,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,52,0.9957251786199338,0.004274821380066185,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,53,0.9996768035346711,0.0003231964653288566,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,54,0.9978773211948803,0.0021226788051197376,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,55,0.999790214178033,0.00020978582196695683,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,56,0.9984819551897415,0.0015180448102585231,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,57,0.999591257126663,0.0004087428733370313,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,58,0.9986222235467044,0.0013777764532956205,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,59,0.9989204037849975,0.0010795962150025318,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
H,dcrab_large,0.05,10,0.9879996130851327,0.012000386914867267,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,11,0.998476420403537,0.0015235795964629872,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,12,0.998232277140549,0.0017677228594510375,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,13,0.9999136230804978,8.637691950219573e-05,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,14,0.999024066731431,0.0009759332685690403,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,15,0.9892706681486867,0.010729331851313306,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,16,0.9957767859482367,0.004223214051763291,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,17,0.9999616438922972,3.835610770275277e-05,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,18,0.995933119791856,0.0040668802081440525,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,19,0.9957917385361204,0.004208261463879648,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,20,0.9974690056824267,0.0025309943175733096,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,21,0.9978487118669196,0.002151288133080409,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,22,0.9893206736962075,0.010679326303792536,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,23,0.999866443199334,0.0001335568006659571,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,24,0.9999897619258677,1.023807413225164e-05,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,25,0.9997146916967583,0.00028530830324169365,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,26,0.9933618080548453,0.006638191945154692,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,27,0.9999800325437672,1.9967456232783398e-05,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,28,0.9857937164698283,0.014206283530171726,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,29,0.9859802112782761,0.014019788721723936,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,30,0.9999946689095283,5.33109047173852e-06,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,31,0.9952007346731384,0.00479926532686159,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,32,0.9999835671213556,1.6432878644390136e-05,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,33,0.999930182310848,6.981768915204078e-05,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,34,0.9987528102925913,0.001247189707408669,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,35,0.9936630165828697,0.006336983417130293,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,36,0.9856773594568556,0.01432264054314436,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,37,0.9997105540951787,0.00028944590482127275,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,38,0.9996555025630318,0.000344497436968183,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,39,0.9985434253346134,0.001456574665386623,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,40,0.9890889975195283,0.010911002480471721,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,41,0.9867273939658744,0.013272606034125611,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,42,0.9994420814507459,0.0005579185492541328,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,43,0.9985531185822235,0.001446881417776491,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,44,0.9996512893690122,0.0003487106309878474,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,45,0.9920450541267425,0.007954945873257513,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,46,0.9941853575454664,0.0058146424545335584,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,47,0.9929969757418354,0.00700302425816457,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,48,0.9961766834134836,0.0038233165865163565,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,49,0.9993924173009229,0.0006075826990771249,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,50,0.9999879058900993,1.2094109900662176e-05,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,51,0.9905677749829964,0.009432225017003582,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,52,0.9868288378206583,0.013171162179341667,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,53,0.9990333342330084,0.000966665766991559,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,54,0.9941350139822054,0.005864986017794616,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,55,0.9991001996239447,0.0008998003760553042,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
H,dcrab_large,0.05,56,0.996171614002556,0.0038283859974439505,7.498429104623925,4,40,5,"31,43,59,71,83",0.002098830859638868,False,99.4336890981067
