task,method,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,design_seconds,resource_profile,training_strengths
Z,beam_horizon,0.12,25,0.9975149191309567,0.00248508086904331,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,26,0.9914955777734396,0.008504422226560449,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,27,0.9988149645852584,0.0011850354147415754,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,28,0.9985358552576372,0.001464144742362783,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,29,0.998705752245969,0.001294247754030975,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,30,0.99653358464644,0.0034664153535599596,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,31,0.997886827089161,0.002113172910839012,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,32,0.9960731639606416,0.0039268360393583945,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,33,0.9938485288393015,0.006151471160698474,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,34,0.9952939419486447,0.004706058051355266,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,35,0.9974022661919228,0.0025977338080771517,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,36,0.9981627664589925,0.0018372335410075102,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,37,0.9967568780582385,0.003243121941761462,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,38,0.9988392163878332,0.0011607836121667603,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,39,0.995597727357656,0.004402272642344052,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,40,0.9946770245860757,0.005322975413924347,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,41,0.998040492754269,0.001959507245731018,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,42,0.991570015318181,0.008429984681818992,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
Z,beam_horizon,0.12,43,0.9927657120137252,0.00723428798627479,4.9225,100.21364466287196,100 seg.; 8 train seeds; train delta 0.05/0.08; q=6; finite beam,"0.05,0.08"
