task,controller,slew_weight,eval_strength,seed,final_fidelity,tail_infidelity_mean,tail_stability_range,segments,horizon_steps,beam_width,design_seconds,pulse_energy,rms_slew,max_step,total_variation,high_frequency_fraction
H,slew_constrained_beam_horizon,0.0,0.08,22,0.9983009704126813,0.0030763048983244957,0.004812159162707164,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,23,0.9978194860100293,0.003338915551555359,0.003753537136297669,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,24,0.9964495882454265,0.003305434433943104,0.0022534395492920245,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,25,0.9952289329200996,0.003626148826102554,0.0038577323259586516,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,26,0.9979161240295388,0.003282713970241286,0.004229231862624028,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,27,0.9966922020350141,0.004162794618635301,0.006775324926635684,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,28,0.9973634653726653,0.002834689405856918,0.0030629892069893305,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,29,0.997931928463224,0.0027010972006578948,0.003186366171677557,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,30,0.997394512390644,0.003253694732375954,0.002493053500452813,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,31,0.9937311701003633,0.004372168074186935,0.0061301558502050435,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,32,0.997693319647724,0.003847167969666272,0.005940971097567194,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,33,0.997874094211064,0.00305838924194422,0.004022360861346552,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,34,0.9965964753241959,0.003485613922777686,0.005584700828854761,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,35,0.9940322817728497,0.0042031244132442105,0.006266430760945352,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,36,0.9978876423515366,0.0028208221553386913,0.0031602330633313525,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,37,0.9941201913191005,0.004056975309111353,0.004660343320297855,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,38,0.9977684503171783,0.0031565905334594623,0.003223926712003111,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,39,0.9948285349486603,0.004862191164130072,0.009267525255357234,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,40,0.9984392096785029,0.0030869476089401696,0.004976268159747943,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,41,0.9966196369163619,0.003058528458312414,0.0036760894307762415,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,42,0.9979628224488372,0.0031496674144627815,0.004009315864379359,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,43,0.9979186410994936,0.0034463455405828224,0.005029888680685213,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,44,0.9977735460239132,0.0031482424680257994,0.003336357142933677,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,45,0.9980764778162041,0.0032564150760923116,0.004540565981240974,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,46,0.9970803601319889,0.0037468318252202957,0.007599858707858509,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,47,0.997446926021802,0.0030748640274705064,0.005207072785034961,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,48,0.9959678292072225,0.004310427839830975,0.008635005363494597,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,49,0.9964968371302481,0.004550877073878246,0.008485466193057789,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,50,0.9978011880712486,0.0030591447796051077,0.003883738339821363,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,51,0.9980504433440701,0.0032109672080655825,0.004505861207394379,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,52,0.9968254651910364,0.0030165613355432716,0.004047082081728992,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,53,0.997647819424703,0.00318573338042194,0.004753241754042681,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,54,0.9945734067484969,0.003959204695307605,0.006587906078458605,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,55,0.9961726461578664,0.004121123575985417,0.0033627293734894703,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,56,0.9938622385313441,0.004337738786383242,0.0065723319985013795,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,57,0.9948128287545535,0.004479157892668053,0.0065944907640286266,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,58,0.9972194636604614,0.003151645277116746,0.005237386304287717,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.0,0.08,59,0.9938515247123458,0.0045786648585327125,0.007666281807800601,60,4,8,48.21917789313011,5.579166666666667,2.683496730459257,5.595865303863627,141.8330067099483,0.22425143969948177
H,slew_constrained_beam_horizon,0.001,0.08,10,0.9976059872116976,0.0030889582545953797,0.005791747406211578,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,11,0.9972829352649626,0.002577748283542659,0.002288511949222749,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,12,0.9973309922785785,0.0026503075508698725,0.0027073623926742174,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,13,0.9986120362167596,0.0029926009934525886,0.006280324483719624,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,14,0.9972082309884767,0.0026491777694776807,0.006310285099797253,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,15,0.9986556486510341,0.0031253808197195384,0.007591262193388126,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,16,0.9972107207484722,0.002405917270859891,0.0035631049229776224,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,17,0.998676257898054,0.0023222077572668384,0.004820841877910098,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,18,0.9991809155058612,0.003931189177282328,0.010114146964074533,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,19,0.9972126227644921,0.00278064746001301,0.004041905066555773,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,20,0.9971176538371251,0.0024857228434832512,0.0024971554244096472,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,21,0.9983197590558296,0.004211668891721711,0.006000487564445489,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,22,0.9975812360229871,0.0031974268656031948,0.0062238429110965665,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,23,0.998863134457292,0.0021193668613143177,0.003559773040225811,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,24,0.998387769205558,0.0025970031426264953,0.006216266731762232,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,25,0.9978061002275204,0.002735590843373031,0.007680438581394888,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,26,0.9991295707051275,0.003787025354648545,0.009828094318765301,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,27,0.9983489482485782,0.002252035859268313,0.0032901548249235635,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,28,0.9972007451574599,0.002556643875022763,0.0028488772080377256,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,29,0.9970739689738628,0.002825257274972139,0.002973383660834883,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,30,0.9987354862451765,0.0026958909144142364,0.005273142456251878,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,31,0.9973747093210769,0.0024391513636315633,0.0043938060919782584,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,32,0.9989130470017514,0.002614449931477909,0.00347159946351272,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,33,0.9987463871533961,0.003028707364555533,0.006119622699007676,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,34,0.9985661444667867,0.0033853804094594766,0.007196924111239289,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,35,0.9972726290743831,0.0023005077782366746,0.003269052864110056,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,36,0.9976193246631835,0.0026765344681482974,0.004446168266270978,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,37,0.997485086633522,0.002410296272981317,0.0066977097336236024,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,38,0.9986882690748264,0.0017565740019352617,0.002633100796883059,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,39,0.9974763984930464,0.0027113520043965987,0.002618121722287259,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,40,0.9979187757189946,0.0032056803690600102,0.006080494848248685,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,41,0.9972272132424265,0.0023947277740025566,0.003248366353666876,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,42,0.9989310787720007,0.003492325264120338,0.007894318252212651,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,43,0.9985882399834275,0.004151928240620948,0.0055880950564677345,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,44,0.9986734082289436,0.0017626654449488521,0.0025710139759336226,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,45,0.999018037897339,0.0036543599168808493,0.009330967850194383,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,46,0.9976512110901273,0.003728235882362169,0.004369364334665726,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,47,0.9970176413552155,0.0035644071127112296,0.0085774860858151,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,48,0.9975614618177782,0.0032405170989895796,0.004006296609795901,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,49,0.9983804390177433,0.0030742511732573764,0.0029344750749015214,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,50,0.9986493528621285,0.0028250937972666553,0.0052951454255312225,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,51,0.9988527446148424,0.0034579084221952284,0.00859135933804045,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,52,0.99712664125183,0.0024995002349777772,0.003355999454276004,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,53,0.9988852537386298,0.0035592280947436186,0.008222110358893198,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,54,0.9981842969751025,0.0029277901175270506,0.0066897792230493636,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,55,0.9983633978006958,0.003295639037385142,0.006151078079530636,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,56,0.9976276566352678,0.002678606077517909,0.005832240394677002,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,57,0.9975596622774776,0.002610567713665575,0.0052237437147162336,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,58,0.9970384030518545,0.0035691779449132247,0.008878088077854507,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.001,0.08,59,0.9971032298879251,0.002412252893070301,0.002667229438397367,60,4,8,48.308026077924296,0.925,0.7506060164668051,3.0,31.78952002659731,0.06923835628371175
H,slew_constrained_beam_horizon,0.005,0.08,10,0.998777910825165,0.006104367947018545,0.0093598769537806,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,11,0.9953757554512197,0.005831140200812981,0.007838364063147196,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,12,0.9946702838636483,0.0054353506221865005,0.00646850593452053,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,13,0.9917342951800308,0.006848496680319915,0.007125684983471325,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,14,0.9924781337329045,0.016780673588124365,0.023219326867978562,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,15,0.9983717819077503,0.0067069584594539305,0.009649171762230346,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,16,0.9937295064444289,0.012467893633413727,0.01838631468110785,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,17,0.9939375785860771,0.01484074491174643,0.018639716230724135,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,18,0.9983728629100419,0.0029700049574390517,0.00536480508660564,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,19,0.9911367307793799,0.008224969597027539,0.008551659278736135,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,20,0.9944659757637203,0.0089673726803528,0.012794438442173206,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,21,0.9958123558687499,0.009979256055490087,0.016453985964441253,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,22,0.9989408810514921,0.005740186651663306,0.00902063759764915,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,23,0.9952443179303483,0.009948680903823478,0.010119691453559287,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,24,0.9937375293915195,0.017437715303784282,0.024714198027518175,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,25,0.9936882575596182,0.019184628669812152,0.029675070644010426,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,26,0.9988395937020419,0.002785923649488196,0.0039467665207667535,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,27,0.9982906408716665,0.003474886120775272,0.005577493701074965,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,28,0.9928611479245288,0.012784074308131256,0.01474401412287174,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,29,0.9935397333500942,0.011896653144701026,0.014494799013209048,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,30,0.9946888905132971,0.01388643664459862,0.018331885119600155,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,31,0.9941031175840047,0.013374778895369276,0.02061904260986025,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,32,0.9967054621047216,0.005388259799127408,0.005376091638498615,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,33,0.9957524415669503,0.005220127160522969,0.00886701416464919,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,34,0.9989921782863833,0.006140305425284465,0.014564340412412502,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,35,0.992332535647817,0.014233830713107397,0.019307162003546763,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,36,0.9964886511587723,0.00930972689862346,0.011880509969580233,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,37,0.9920630251500101,0.019623388500264502,0.027917347536587034,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,38,0.9946122449261744,0.00965445687847431,0.009609741412767048,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,39,0.995014852994131,0.004292003944031508,0.004724309921464331,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,40,0.9990894347490799,0.004526030039615176,0.006887486413646227,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,41,0.9915108196245304,0.014107466329151146,0.015878290318880328,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,42,0.9957836061444787,0.0040055476274179535,0.006931911034519178,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,43,0.9954878106094178,0.008555974861211069,0.012295151387189951,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,44,0.994662289921263,0.009411509669693662,0.009416049798226411,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,45,0.9989856850797053,0.0025970229616107013,0.0031760568854443116,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,46,0.9898200635655977,0.007804684892043872,0.009001104007507643,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,47,0.9977752178194429,0.011022261543775263,0.021774123314366012,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,48,0.9910509577661107,0.005977353625125688,0.00641019193329273,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,49,0.9959190837703953,0.0017005006944991528,0.0029985602684607926,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,50,0.9962855240658025,0.005505056307283562,0.009667555538970918,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,51,0.9991044767897356,0.0033035233126288933,0.004530800549400027,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,52,0.9909414615594984,0.014042178403346274,0.01555703656820584,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
H,slew_constrained_beam_horizon,0.005,0.08,53,0.9978302138435042,0.004351072781619622,0.009469784541925486,60,4,8,48.2480197600089,0.45416666666666666,0.5162297996034058,3.0,15.211697499850114,0.06321912863778148
