task,design_label,disorder_strength,seed,score_mode,worst_weight,train_points_per_axis,train_net_points,base_train_points,hard_points_requested,hard_points_used,eval_points_per_axis,eval_net_points,final_fidelity,pulse_energy,shifted_selected_fraction,design_seconds
Z,coarse,0.08,20,mean_worst,0.5,7,335,335,256,0,13,2145,0.9862787259364107,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,21,mean_worst,0.5,7,335,335,256,0,13,2145,0.9991558507697308,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,22,mean_worst,0.5,7,335,335,256,0,13,2145,0.9948541474701084,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,23,mean_worst,0.5,7,335,335,256,0,13,2145,0.9954145698166055,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,24,mean_worst,0.5,7,335,335,256,0,13,2145,0.9978951441598949,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,25,mean_worst,0.5,7,335,335,256,0,13,2145,0.9967548953844529,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,26,mean_worst,0.5,7,335,335,256,0,13,2145,0.9989216549594409,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,27,mean_worst,0.5,7,335,335,256,0,13,2145,0.989126035010961,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,28,mean_worst,0.5,7,335,335,256,0,13,2145,0.9978569676059416,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,29,mean_worst,0.5,7,335,335,256,0,13,2145,0.9980227499008114,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,30,mean_worst,0.5,7,335,335,256,0,13,2145,0.9977228514047609,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,31,mean_worst,0.5,7,335,335,256,0,13,2145,0.9895971655329571,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,32,mean_worst,0.5,7,335,335,256,0,13,2145,0.9936424533090346,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,33,mean_worst,0.5,7,335,335,256,0,13,2145,0.9971326401652597,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,34,mean_worst,0.5,7,335,335,256,0,13,2145,0.9952508834101508,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,35,mean_worst,0.5,7,335,335,256,0,13,2145,0.9904389521695725,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,36,mean_worst,0.5,7,335,335,256,0,13,2145,0.9977614447366027,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,37,mean_worst,0.5,7,335,335,256,0,13,2145,0.9952623987125211,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,38,mean_worst,0.5,7,335,335,256,0,13,2145,0.9946382511869198,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,39,mean_worst,0.5,7,335,335,256,0,13,2145,0.9864263759003996,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,40,mean_worst,0.5,7,335,335,256,0,13,2145,0.9955002670730968,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,41,mean_worst,0.5,7,335,335,256,0,13,2145,0.9971269308517453,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,42,mean_worst,0.5,7,335,335,256,0,13,2145,0.9984926857907079,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,43,mean_worst,0.5,7,335,335,256,0,13,2145,0.9985933427010327,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,44,mean_worst,0.5,7,335,335,256,0,13,2145,0.9945186288377228,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,45,mean_worst,0.5,7,335,335,256,0,13,2145,0.9985362791289443,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,46,mean_worst,0.5,7,335,335,256,0,13,2145,0.9951254704819886,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,47,mean_worst,0.5,7,335,335,256,0,13,2145,0.9964401624803919,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,48,mean_worst,0.5,7,335,335,256,0,13,2145,0.9907297199133266,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,49,mean_worst,0.5,7,335,335,256,0,13,2145,0.9902090613192369,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,50,mean_worst,0.5,7,335,335,256,0,13,2145,0.9959892812706541,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,51,mean_worst,0.5,7,335,335,256,0,13,2145,0.9982790166110572,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,52,mean_worst,0.5,7,335,335,256,0,13,2145,0.9971952117977201,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,53,mean_worst,0.5,7,335,335,256,0,13,2145,0.9975932435683769,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,54,mean_worst,0.5,7,335,335,256,0,13,2145,0.994283921462358,3.66,0.1919191919191919,21.61595808598213
Z,coarse,0.08,55,mean_worst,0.5,7,335,335,256,0,13,2145,0.9967689990789464,3.66,0.1919191919191919,21.61595808598213
