task,baseline,objective_kind,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,training_objective,best_restart_seed,optimizer_iterations,optimizer_success,optimization_seconds
H,ensemble_grape,state,0.08,50,0.9993534349980229,0.7098769360064611,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,state,0.08,51,0.9974317375196249,0.501011861004077,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,state,0.08,52,0.992280918665213,0.47226928730937523,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,state,0.08,53,0.9998826654152368,0.7148906410703756,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,state,0.08,54,0.9965425010884096,0.737928496599238,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,state,0.08,55,0.9994560113219717,0.44763501590522425,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,state,0.08,56,0.9958433359623967,0.7793067584482561,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,state,0.08,57,0.998399313647353,0.8004957810255275,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,state,0.08,58,0.9923959359598888,0.333377451500042,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,state,0.08,59,0.9949259792138789,0.7333930197241806,0.0640438573648904,60,0.0015757775623527859,11,44,True,55.75133491307497
H,ensemble_grape,process,0.08,10,0.999552749910298,0.9996778574615174,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,11,0.9999612923298735,0.9999432869592644,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,12,0.9999381467211579,0.9999097362274179,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,13,0.9998609880439728,0.9998850373908673,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,14,0.9996991978812504,0.9997632261772594,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,15,0.999630612498329,0.9995442690026254,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,16,0.9998197911741248,0.9997002019436411,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,17,0.9998629736709328,0.9998029491730774,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
H,ensemble_grape,process,0.08,18,0.999795646245988,0.9998075319344865,1.533245454242059,60,0.00025582952860636295,22,120,False,125.57604151801206
