task,controller,reference_type,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,horizon_steps,beam_width,reference_objective,reference_refreshes,reference_iterations,reference_success,reference_seconds,horizon_seconds
H,process_dcrab_reference,process_dcrab,0.08,20,0.9995043576464289,0.9995623943491138,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,21,0.9998951545200488,0.9984827977085274,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,22,0.9961033934138095,0.9951326435839571,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,23,0.9967087863956795,0.9970104729080935,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,24,0.9988332912857383,0.9992040615357722,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,25,0.9992664562038814,0.9994398303918072,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,26,0.9980112228782476,0.9986088556853362,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,27,0.995750266876439,0.995945777826893,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,28,0.992235997038381,0.9902286090799205,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,29,0.9928275541616818,0.9901116504734381,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,30,0.9984838206146914,0.9989112113714942,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,31,0.9987524496896667,0.9988020176833645,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,32,0.9972836221050373,0.9978540796146862,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,33,0.998997840967194,0.9976633911954492,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,34,0.9999561701939588,0.9993814970508711,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,35,0.9978729510532324,0.9975776844126053,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,36,0.9924712289946649,0.9915159027557398,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
H,process_dcrab_reference,process_dcrab,0.08,37,0.9991068431004362,0.9993924731759809,6.5075391920757,40,0,0,0.0025575592297519354,3,54,False,87.59317926689982,0.0
