task,step,value_depth,beam_width,residual_threshold,terminal_outside_residual,phi,current_value,best_successor_value,best_value_margin,best_fallback_norm,best_fallback_amp,best_fallback_index,state_stage_cost,expected_stage_cost,bellman_gap
H,55,1,8,0.001,1,0.003435379596953829,0.006207375902585474,0.0037719963056316447,0.002435379596953829,0.25,0.5,2,0.002435379596953829,0.002435379596953829,0.0
H,56,1,8,0.001,1,0.0034072672139799087,0.00614489961785858,0.0037376324038786712,0.0024072672139799087,0.0,0.0,0,0.0024072672139799087,0.0024072672139799087,0.0
H,57,1,8,0.001,1,0.0031765609943371076,0.005505852963545625,0.003329291969208517,0.0021765609943371076,0.0,0.0,0,0.0021765609943371076,0.0021765609943371076,0.0
H,58,1,8,0.001,1,0.003145232739845849,0.005385456537482709,0.0032402237976368597,0.002145232739845849,0.24999999999999994,0.49999999999999994,8,0.002145232739845849,0.002145232739845849,0.0
H,59,1,8,0.001,1,0.0032402237976368597,0.005651164199619433,0.0034109404019825734,0.0022402237976368597,15.999999999999996,3.9999999999999996,40,0.0022402237976368597,0.0022402237976368597,0.0
H,60,1,8,0.001,1,0.0034109404019825734,0.00601341486545521,0.0036024744634726366,0.0024109404019825734,0.0,0.0,0,0.0024109404019825734,0.0024109404019825734,0.0
H,61,1,8,0.001,1,0.0035915904539189983,0.006429025813859659,0.0038374353599406608,0.0025915904539189983,0.0,0.0,0,0.0025915904539189983,0.0025915904539189983,0.0
H,62,1,8,0.001,1,0.0033085611684130697,0.00584652183392135,0.00353796066550828,0.0023085611684130697,0.0,0.0,0,0.0023085611684130697,0.0023085611684130697,0.0
H,63,1,8,0.001,1,0.003449607765819193,0.006133801894398044,0.0036841941285788507,0.002449607765819193,0.25,0.5,4,0.002449607765819193,0.002449607765819193,0.0
H,64,1,8,0.001,1,0.003648556168663393,0.006283405152045154,0.003634848983381761,0.002648556168663393,16.0,4.0,36,0.002648556168663393,0.002648556168663393,0.0
H,65,1,8,0.001,1,0.003634848983381761,0.006514051718021879,0.003879202734640118,0.002634848983381761,0.0,0.0,0,0.002634848983381761,0.002634848983381761,0.0
H,66,1,8,0.001,1,0.0038476449430790774,0.007040100445415449,0.004192455502336372,0.0028476449430790774,0.0,0.0,0,0.0028476449430790774,0.0028476449430790774,0.0
H,67,1,8,0.001,1,0.0041311944423737534,0.0076975313883305705,0.004566336945956817,0.0031311944423737534,0.0,0.0,0,0.0031311944423737534,0.0031311944423737534,0.0
H,68,1,8,0.001,1,0.004566336945956817,0.008667747918483827,0.005101410972527011,0.003566336945956816,0.0,0.0,0,0.003566336945956817,0.003566336945956817,8.673617379884035e-19
H,69,1,8,0.001,1,0.004480033443154757,0.008420408805917455,0.004940375362762699,0.0034800334431547564,0.24999999999999994,0.49999999999999994,6,0.0034800334431547572,0.0034800334431547572,8.673617379884035e-19
H,70,1,8,0.001,1,0.004969528306360084,0.009505507412526967,0.005535979106166884,0.003969528306360083,0.0,0.0,0,0.003969528306360084,0.003969528306360084,8.673617379884035e-19
H,71,1,8,0.001,1,0.004963657892083195,0.009444516747957432,0.005480858855874238,0.003963657892083194,0.0,0.0,0,0.003963657892083195,0.003963657892083195,8.673617379884035e-19
H,72,1,8,0.001,1,0.004848805728403821,0.008920691232297204,0.0050718855038933836,0.00384880572840382,0.25,0.5,1,0.003848805728403821,0.003848805728403821,8.673617379884035e-19
H,73,1,8,0.001,1,0.0050434618961967825,0.00944561965804136,0.005402157761844578,0.004043461896196782,0.0,0.0,0,0.0040434618961967825,0.0040434618961967825,8.673617379884035e-19
H,74,1,8,0.001,1,0.0035110398538954687,0.005788144621539857,0.0032771047676443885,0.0025110398538954687,4.0,2.0,17,0.0025110398538954687,0.0025110398538954687,0.0
H,75,1,8,0.001,1,0.0032771047676443885,0.005422178894145203,0.0031450741265008145,0.0022771047676443884,0.25,0.5,2,0.0022771047676443884,0.0022771047676443884,0.0
H,76,1,8,0.001,1,0.0026029016562444315,0.003998197058369111,0.0023952954021246795,0.0016029016562444315,0.0,0.0,0,0.0016029016562444315,0.0016029016562444315,0.0
H,77,1,8,0.001,1,0.002286931964033692,0.003372246376582019,0.0020853144125483267,0.0012869319640336921,0.0,0.0,0,0.0012869319640336921,0.0012869319640336921,0.0
H,78,1,8,0.001,1,0.0020853144125483267,0.0030137742906692225,0.0019284598781208959,0.0010853144125483266,0.9999999999999998,0.9999999999999999,13,0.0010853144125483266,0.0010853144125483266,0.0
H,79,1,8,0.001,1,0.0014712516585935823,0.0018205447142506112,0.001349293055657029,0.00047125165859358224,0.0,0.0,0,0.00047125165859358224,0.00047125165859358224,0.0
H,80,1,8,0.001,1,0.0013480594111151753,0.0017192927316992896,0.0013712333205841143,0.0003480594111151753,0.0,0.0,0,0.0003480594111151753,0.0003480594111151753,0.0
H,81,1,8,0.001,1,0.0013176129339697584,0.0017819850726425385,0.00146437213867278,0.0003176129339697584,0.0,0.0,0,0.0003176129339697584,0.0003176129339697584,0.0
H,82,1,8,0.001,1,0.00146437213867278,0.0021450481076460423,0.0016806759689732623,0.0004643721386727801,0.0,0.0,0,0.0004643721386727801,0.0004643721386727801,0.0
H,83,1,8,0.001,1,0.0013060192775994142,0.0018235678986191434,0.0015175486210197292,0.0003060192775994142,0.25,0.5,3,0.0003060192775994142,0.0003060192775994142,0.0
H,84,1,8,0.001,1,0.0015281380935309175,0.0022916478197438995,0.001763509726212982,0.0005281380935309174,0.25,0.5,3,0.0005281380935309174,0.0005281380935309174,0.0
H,85,1,8,0.001,1,0.001763509726212982,0.0028435810670104098,0.0020800713407974278,0.000763509726212982,0.0,0.0,0,0.000763509726212982,0.000763509726212982,0.0
H,86,1,8,0.001,1,0.0019828241269984614,0.0033206772926933715,0.00233785316569491,0.0009828241269984614,0.0,0.0,0,0.0009828241269984614,0.0009828241269984614,0.0
H,87,1,8,0.001,1,0.002329286818995392,0.0039840554374950205,0.0026547686184996283,0.0013292868189953922,0.24999999999999994,0.49999999999999994,7,0.0013292868189953922,0.0013292868189953922,0.0
H,88,1,8,0.001,1,0.002710406433397747,0.004713434565776367,0.00300302813237862,0.0017104064333977468,8.999999999999998,2.9999999999999996,31,0.0017104064333977468,0.0017104064333977468,0.0
H,89,1,8,0.001,1,0.0028516857448460595,0.004965157412469002,0.0031134716676229426,0.0018516857448460594,0.0,0.0,0,0.0018516857448460594,0.0018516857448460594,0.0
H,90,1,8,0.001,1,0.0026305139244080233,0.004530372839942309,0.0028998589155342855,0.0016305139244080233,0.0,0.0,0,0.0016305139244080233,0.0016305139244080233,0.0
H,91,1,8,0.001,1,0.002582670595470342,0.004406571259981639,0.0028239006645112974,0.0015826705954703419,0.0,0.0,0,0.0015826705954703419,0.0015826705954703419,0.0
H,92,1,8,0.001,1,0.0027238898651205865,0.004637293060735266,0.002913403195614679,0.0017238898651205864,0.25,0.5,2,0.0017238898651205864,0.0017238898651205864,0.0
H,93,1,8,0.001,1,0.00238331896039716,0.0039851092840115865,0.0026017903236144266,0.00138331896039716,1.0,1.0,10,0.00138331896039716,0.00138331896039716,0.0
H,94,1,8,0.001,1,0.0024388386121535766,0.003760334269161559,0.0023214956570079825,0.0014388386121535765,0.25,0.5,2,0.0014388386121535765,0.0014388386121535765,0.0
H,95,1,8,0.001,1,0.001983875518857467,0.003004922793730818,0.0020210472748733513,0.000983875518857467,0.0,0.0,0,0.000983875518857467,0.000983875518857467,0.0
H,96,1,8,0.001,1,0.0018074963214416429,0.0026741997752796213,0.0018667034538379784,0.0008074963214416428,0.0,0.0,0,0.0008074963214416428,0.0008074963214416428,0.0
H,97,1,8,0.001,1,0.0014971428827633276,0.0020393713015966495,0.0015422284188333218,0.0004971428827633276,0.0,0.0,0,0.0004971428827633276,0.0004971428827633276,0.0
H,98,1,8,0.001,1,0.0015422284188333218,0.002261493373049741,0.0017192649542164193,0.0005422284188333218,0.0,0.0,0,0.0005422284188333218,0.0005422284188333218,0.0
H,99,1,8,0.001,1,0.0015214896683940216,0.002243987608336399,0.0017224979399423773,0.0005214896683940215,0.0,0.0,0,0.0005214896683940215,0.0005214896683940215,0.0
