task,controller,disorder_strength,seed,state_transfer_fidelity,average_gate_fidelity,pulse_energy,segments,horizon_steps,beam_width,reference_objective,reference_restart_seed,reference_iterations,reference_success,reference_seconds,horizon_seconds
H,process_grape_reference,0.08,46,0.9997373166788229,0.9996320408843514,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,47,0.9991788243433538,0.999436954913533,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,48,0.9997818774481584,0.9996781850244013,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,49,0.99997213325067,0.9999810502460184,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,50,0.999907814063087,0.9998606850993053,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,51,0.9997394358984615,0.9996897093866596,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,52,0.9995006462422578,0.9993459514210059,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,53,0.9999390349469157,0.9999587269794965,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,54,0.9997355155078012,0.9996443408908157,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,55,0.9999570902890695,0.9999713934388571,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,56,0.9998613164994563,0.9997935460086508,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,57,0.9999904426890077,0.9999858776124384,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,58,0.9991892963004697,0.9994370529593187,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,process_grape_reference,0.08,59,0.9998329527357245,0.9997176946247688,3.0664909084841185,60,0,0,0.00025582952860636295,22,120,False,126.74876471795142,0.0
H,seeded_process_horizon,0.08,10,0.9995614879619051,0.9996916418949539,3.032376205464364,60,4,6,0.00025582952860636295,22,120,False,126.74876471795142,14.07799859798979
H,seeded_process_horizon,0.08,11,0.9994529282492184,0.9996315520335264,3.032376205464364,60,4,6,0.00025582952860636295,22,120,False,126.74876471795142,14.07799859798979
H,seeded_process_horizon,0.08,12,0.9994571415737655,0.9996376705257868,3.032376205464364,60,4,6,0.00025582952860636295,22,120,False,126.74876471795142,14.07799859798979
H,seeded_process_horizon,0.08,13,0.9994802253570653,0.9995568774061158,3.032376205464364,60,4,6,0.00025582952860636295,22,120,False,126.74876471795142,14.07799859798979
H,seeded_process_horizon,0.08,14,0.9998586629593479,0.9996625780616407,3.032376205464364,60,4,6,0.00025582952860636295,22,120,False,126.74876471795142,14.07799859798979
H,seeded_process_horizon,0.08,15,0.9994627612987662,0.9995899999293126,3.032376205464364,60,4,6,0.00025582952860636295,22,120,False,126.74876471795142,14.07799859798979
H,seeded_process_horizon,0.08,16,0.9994221357337313,0.9995872164339478,3.032376205464364,60,4,6,0.00025582952860636295,22,120,False,126.74876471795142,14.07799859798979
