task,step,fallback_spec,candidate_count,previous_terminal_phi,best_margin,best_fallback_phi,best_fallback_norm,terminal_outside_residual,residual_threshold
H,76,default,41,0.003920708478382599,0.00015578358362951933,0.00376492489475308,0.0,1,0.001
H,76,midpoint_inrange,65,0.003920708478382599,0.00015578358362951933,0.00376492489475308,0.0,1,0.001
H,76,dense_inrange,97,0.003920708478382599,0.00020711833056055035,0.003713590147822049,0.062499999999999986,1,0.001
H,77,default,41,0.0036856991728522956,0.0001145830631017336,0.003571116109750562,0.0,1,0.001
H,77,midpoint_inrange,65,0.0036856991728522956,0.0001145830631017336,0.003571116109750562,0.0,1,0.001
H,77,dense_inrange,97,0.0036856991728522956,0.0001145830631017336,0.003571116109750562,0.0,1,0.001
H,78,default,41,0.0035120737037256863,8.226640323246576e-05,0.0034298073004932206,0.0,1,0.001
H,78,midpoint_inrange,65,0.0035120737037256863,8.226640323246576e-05,0.0034298073004932206,0.0,1,0.001
H,78,dense_inrange,97,0.0035120737037256863,8.226640323246576e-05,0.0034298073004932206,0.0,1,0.001
H,79,default,41,0.003243894272273347,0.00010589952513663514,0.0031379947471367117,0.24999999999999994,1,0.001
H,79,midpoint_inrange,65,0.003243894272273347,0.00010589952513663514,0.0031379947471367117,0.24999999999999994,1,0.001
H,79,dense_inrange,97,0.003243894272273347,0.00010796390221053803,0.003135930370062809,0.5624999999999999,1,0.001
H,80,default,41,0.0029938612704395323,0.00011751960242793735,0.002876341668011595,0.0,1,0.001
H,80,midpoint_inrange,65,0.0029938612704395323,0.00011751960242793735,0.002876341668011595,0.0,1,0.001
H,80,dense_inrange,97,0.0029938612704395323,0.00012161905876476031,0.002872242211674772,0.062499999999999986,1,0.001
H,81,default,41,0.002680087153700189,3.190340179235612e-05,0.002648183751907833,0.0,1,0.001
H,81,midpoint_inrange,65,0.002680087153700189,3.190340179235612e-05,0.002648183751907833,0.0,1,0.001
H,81,dense_inrange,97,0.002680087153700189,3.190340179235612e-05,0.002648183751907833,0.0,1,0.001
H,82,default,41,0.002536824947226679,-1.7442531461464572e-05,0.0025542674786881436,0.0,1,0.001
H,82,midpoint_inrange,65,0.002536824947226679,-1.7442531461464572e-05,0.0025542674786881436,0.0,1,0.001
H,82,dense_inrange,97,0.002536824947226679,-1.7442531461464572e-05,0.0025542674786881436,0.0,1,0.001
H,83,default,41,0.0022410087879057225,-9.19737578854371e-05,0.0023329825457911596,0.25,1,0.001
H,83,midpoint_inrange,65,0.0022410087879057225,-9.19737578854371e-05,0.0023329825457911596,0.25,1,0.001
H,83,dense_inrange,97,0.0022410087879057225,-7.882726876988488e-05,0.0023198360566756074,0.0625,1,0.001
H,84,default,41,0.002051168001456105,-0.00019133010564929137,0.0022424981071053965,0.0,1,0.001
H,84,midpoint_inrange,65,0.002051168001456105,-0.00019133010564929137,0.0022424981071053965,0.0,1,0.001
H,84,dense_inrange,97,0.002051168001456105,-0.00017373105149486728,0.0022248990529509724,0.0625,1,0.001
H,85,default,41,0.0021830341537435877,-0.00026078696533834295,0.0024438211190819306,0.0,1,0.001
H,85,midpoint_inrange,65,0.0021830341537435877,-0.00026078696533834295,0.0024438211190819306,0.0,1,0.001
H,85,dense_inrange,97,0.0021830341537435877,-0.00026078696533834295,0.0024438211190819306,0.0,1,0.001
H,86,default,41,0.002325124596837265,-0.00032411221161612186,0.002649236808453387,0.0,1,0.001
H,86,midpoint_inrange,65,0.002325124596837265,-0.00032411221161612186,0.002649236808453387,0.0,1,0.001
H,86,dense_inrange,97,0.002325124596837265,-0.00032411221161612186,0.002649236808453387,0.0,1,0.001
H,87,default,41,0.002649236808453387,-0.000422168808964965,0.003071405617418352,0.0,1,0.001
H,87,midpoint_inrange,65,0.002649236808453387,-0.000422168808964965,0.003071405617418352,0.0,1,0.001
H,87,dense_inrange,97,0.002649236808453387,-0.000422168808964965,0.003071405617418352,0.0,1,0.001
H,88,default,41,0.0030091121457701334,-0.0005058238370435411,0.0035149359828136745,0.0,1,0.001
H,88,midpoint_inrange,65,0.0030091121457701334,-0.0005058238370435411,0.0035149359828136745,0.0,1,0.001
H,88,dense_inrange,97,0.0030091121457701334,-0.0004960949868166448,0.003505207132586778,0.062499999999999986,1,0.001
H,89,default,41,0.003374543081125024,-0.00048299269082836827,0.0038575357719533923,0.0,1,0.001
H,89,midpoint_inrange,65,0.003374543081125024,-0.00048299269082836827,0.0038575357719533923,0.0,1,0.001
H,89,dense_inrange,97,0.003374543081125024,-0.00047746626172757295,0.003852009342852597,0.062499999999999986,1,0.001
H,90,default,41,0.0035328819717818927,-0.00041783191408738263,0.003950713885869275,0.0,1,0.001
H,90,midpoint_inrange,65,0.0035328819717818927,-0.00041783191408738263,0.003950713885869275,0.0,1,0.001
H,90,dense_inrange,97,0.0035328819717818927,-0.00041783191408738263,0.003950713885869275,0.0,1,0.001
H,91,default,41,0.0038741808564196345,-0.0005120314837203724,0.004386212340140007,0.0,1,0.001
H,91,midpoint_inrange,65,0.0038741808564196345,-0.0005120314837203724,0.004386212340140007,0.0,1,0.001
H,91,dense_inrange,97,0.0038741808564196345,-0.0004970616626457994,0.004371242519065434,0.0625,1,0.001
H,92,default,41,0.0037639828117880594,-0.0003609791584088737,0.004124961970196933,0.25,1,0.001
H,92,midpoint_inrange,65,0.0037639828117880594,-0.0003609791584088737,0.004124961970196933,0.25,1,0.001
H,92,dense_inrange,97,0.0037639828117880594,-0.00033197565452471045,0.00409595846631277,0.0625,1,0.001
H,93,default,41,0.004124961970196933,-0.00036412107176099495,0.004489083041957928,0.25,1,0.001
H,93,midpoint_inrange,65,0.004124961970196933,-0.00036412107176099495,0.004489083041957928,0.25,1,0.001
H,93,dense_inrange,97,0.004124961970196933,-0.00036412107176099495,0.004489083041957928,0.25,1,0.001
H,94,default,41,0.003057177512151038,7.05699219789302e-05,0.002986607590172108,0.25,1,0.001
H,94,midpoint_inrange,65,0.003057177512151038,7.05699219789302e-05,0.002986607590172108,0.25,1,0.001
H,94,dense_inrange,97,0.003057177512151038,8.811473321961028e-05,0.0029690627789314278,0.5625,1,0.001
H,95,default,41,0.0026827421775178217,5.207900209380778e-05,0.002630663175424014,0.0,1,0.001
H,95,midpoint_inrange,65,0.0026827421775178217,5.207900209380778e-05,0.002630663175424014,0.0,1,0.001
H,95,dense_inrange,97,0.0026827421775178217,5.207900209380778e-05,0.002630663175424014,0.0,1,0.001
H,96,default,41,0.002437296939859314,-3.422043016908238e-05,0.0024715173700283963,0.0,1,0.001
H,96,midpoint_inrange,65,0.002437296939859314,-3.422043016908238e-05,0.0024715173700283963,0.0,1,0.001
H,96,dense_inrange,97,0.002437296939859314,-3.422043016908238e-05,0.0024715173700283963,0.0,1,0.001
H,97,default,41,0.0019041789710783213,1.0675915852000062e-05,0.0018935030552263213,0.0,1,0.001
H,97,midpoint_inrange,65,0.0019041789710783213,1.0675915852000062e-05,0.0018935030552263213,0.0,1,0.001
H,97,dense_inrange,97,0.0019041789710783213,1.0675915852000062e-05,0.0018935030552263213,0.0,1,0.001
H,98,default,41,0.0018573347677362587,8.54127612276434e-06,0.0018487934916134943,0.0,1,0.001
H,98,midpoint_inrange,65,0.0018573347677362587,8.54127612276434e-06,0.0018487934916134943,0.0,1,0.001
H,98,dense_inrange,97,0.0018573347677362587,2.671807750530969e-05,0.001830616690230949,0.0625,1,0.001
H,99,default,41,0.0018487934916134943,-7.342462184296156e-05,0.0019222181134564559,0.0,1,0.001
H,99,midpoint_inrange,65,0.0018487934916134943,-7.342462184296156e-05,0.0019222181134564559,0.0,1,0.001
H,99,dense_inrange,97,0.0018487934916134943,-7.342462184296156e-05,0.0019222181134564559,0.0,1,0.001
