system,controller,disorder_strength,seed,tail_infidelity_mean,tail_infidelity_std,tail_stability_range,final_fidelity,response_time,control_energy
qubit_X,disorder_dressed,0.05,3,0.004195065398161122,3.010864541444513e-12,1.2477019417644897e-11,0.9958049345998017,4.2,2.2984051134206354
qubit_X,disorder_dressed,0.05,4,0.0005743183362276013,4.1358288631176453e-13,1.7023049636577525e-12,0.9994256816634877,3.2900000000000005,2.1245043990848065
qubit_X,disorder_dressed,0.05,5,0.00045246163866699085,2.266132645080324e-13,9.151568391985165e-13,0.9995475383611687,2.87,2.2492249646082008
qubit_Z,nominal,0.0,0,0.5417377618660636,0.3557612645904237,0.9998151193501457,0.37639824658779664,1.2600000000000002,0.5028894406375823
qubit_Z,nominal,0.0,1,0.5417377618660636,0.3557612645904237,0.9998151193501457,0.37639824658779664,1.2600000000000002,0.5028894406375823
qubit_Z,nominal,0.0,2,0.5417377618660636,0.3557612645904237,0.9998151193501457,0.37639824658779664,1.2600000000000002,0.5028894406375823
qubit_Z,nominal,0.0,3,0.5417377618660636,0.3557612645904237,0.9998151193501457,0.37639824658779664,1.2600000000000002,0.5028894406375823
qubit_Z,nominal,0.0,4,0.5417377618660636,0.3557612645904237,0.9998151193501457,0.37639824658779664,1.2600000000000002,0.5028894406375823
qubit_Z,nominal,0.0,5,0.5417377618660636,0.3557612645904237,0.9998151193501457,0.37639824658779664,1.2600000000000002,0.5028894406375823
qubit_Z,nominal,0.02,0,0.439913915108371,0.35877195111126875,0.9986315761685776,0.8327386945377617,1.2600000000000002,2.0491523347170144
qubit_Z,nominal,0.02,1,0.48687322496028324,0.35099500529393224,0.9963245655066703,0.06364716064526532,1.2600000000000002,4.80154397918697
qubit_Z,nominal,0.02,2,0.44193768794656035,0.3587658234044148,0.9971652488599905,0.878425574257209,1.2600000000000002,4.455952205137788
qubit_Z,nominal,0.02,3,0.4442243746626694,0.34296164223471104,0.9867440456496666,0.3066773189065948,1.2600000000000002,11.45850223533322
qubit_Z,nominal,0.02,4,0.5435991832950219,0.3526272253038186,0.9964330914623164,0.0593741997094967,1.2600000000000002,5.14764505541354
qubit_Z,nominal,0.02,5,0.5342330843651676,0.3603134436992376,0.9926080109029641,0.9715691131032999,1.2600000000000002,9.075877062707836
qubit_Z,nominal,0.05,0,0.45557631109353647,0.35476100091300056,0.9923901330670977,0.7195354069107869,1.1900000000000002,7.221473290786765
qubit_Z,nominal,0.05,1,0.4881901148719459,0.35887083630028926,0.9791720795864892,0.5542612657862924,1.1900000000000002,15.112148397072955
