task,noise_case,disorder_strength,gamma_phi,gamma_relax,seed,final_fidelity,final_infidelity,final_purity,pulse_energy
Z,combined,0.08,0.005,0.002,11,0.9578741038351861,0.04212589616481388,0.92077861489961,4.9225
Z,combined,0.08,0.005,0.002,12,0.9575651335997069,0.04243486640029315,0.9207602326904064,4.9225
Z,combined,0.08,0.005,0.002,13,0.9548084169054674,0.04519158309453264,0.9207319078467329,4.9225
Z,combined,0.08,0.005,0.002,14,0.9566990394291002,0.04330096057089983,0.920474975445712,4.9225
Z,combined,0.08,0.005,0.002,15,0.9566358049697141,0.04336419503028588,0.9205204702912131,4.9225
Z,combined,0.08,0.005,0.002,16,0.9581007060271425,0.04189929397285752,0.9206946037217425,4.9225
Z,combined,0.08,0.005,0.002,17,0.95790009506747,0.04209990493253002,0.9204854077446811,4.9225
Z,combined,0.08,0.005,0.002,18,0.9548193478310054,0.045180652168994584,0.9207191549183436,4.9225
Z,combined,0.08,0.005,0.002,19,0.9568639963557934,0.043136003644206555,0.9206443896915047,4.9225
Z,combined,0.08,0.005,0.002,20,0.957997778806099,0.04200222119390096,0.9207512413173959,4.9225
Z,combined,0.08,0.005,0.002,21,0.9568105288797306,0.043189471120269385,0.9204760018759873,4.9225
Z,combined,0.08,0.005,0.002,22,0.9569641112656029,0.04303588873439712,0.9204071038794889,4.9225
Z,combined,0.08,0.005,0.002,23,0.9581130526093837,0.04188694739061627,0.9205547860825642,4.9225
Z,combined,0.08,0.005,0.002,24,0.9578212223436916,0.0421787776563084,0.9204507200165561,4.9225
Z,combined,0.08,0.005,0.002,25,0.9578177615250223,0.04218223847497771,0.9204222758671967,4.9225
Z,combined,0.08,0.005,0.002,26,0.9550114369248304,0.04498856307516963,0.9206428652039098,4.9225
Z,combined,0.08,0.005,0.002,27,0.9585906885890207,0.041409311410979255,0.9207390623924434,4.9225
Z,combined,0.08,0.005,0.002,28,0.958253904320745,0.041746095679255024,0.9203175137518345,4.9225
Z,combined,0.08,0.005,0.002,29,0.9583170711375777,0.04168292886242231,0.9202943494274384,4.9225
Z,combined,0.08,0.005,0.002,30,0.957706955185213,0.04229304481478702,0.9204927451045695,4.9225
Z,combined,0.08,0.005,0.002,31,0.9581559127283819,0.04184408727161815,0.9206809478701838,4.9225
Z,combined,0.08,0.005,0.002,32,0.9576682180812633,0.042331781918736655,0.9206304091261039,4.9225
Z,combined,0.08,0.005,0.002,33,0.955993708936052,0.044006291063948044,0.9207906643182042,4.9225
Z,combined,0.08,0.005,0.002,34,0.9566996136528805,0.043300386347119524,0.920821000705329,4.9225
Z,combined,0.08,0.005,0.002,35,0.9579962352124016,0.042003764787598374,0.9206075982541462,4.9225
Z,combined,0.08,0.005,0.002,36,0.9579339522520767,0.04206604774792333,0.9203547884100396,4.9225
Z,combined,0.08,0.005,0.002,37,0.9573960957293571,0.04260390427064287,0.9204447310806951,4.9225
Z,combined,0.08,0.005,0.002,38,0.9583705289279782,0.04162947107202175,0.9205898901915575,4.9225
Z,combined,0.08,0.005,0.002,39,0.9574650814863392,0.04253491851366076,0.9207645189371063,4.9225
Z,combined,0.08,0.005,0.002,40,0.9565031003360505,0.04349689966394954,0.9204380909148657,4.9225
Z,combined,0.08,0.005,0.002,41,0.9581260558714375,0.04187394412856249,0.9203495295981734,4.9225
Z,combined,0.08,0.005,0.002,42,0.9549832153395191,0.04501678466048087,0.9207897777707887,4.9225
Z,combined,0.08,0.005,0.002,43,0.9565009296055762,0.0434990703944238,0.9205266311139442,4.9225
Z,combined,0.08,0.005,0.002,44,0.9583659966037033,0.04163400339629675,0.9205990564996596,4.9225
Z,combined,0.08,0.005,0.002,45,0.9551431231652484,0.04485687683475159,0.9205992810794186,4.9225
Z,combined,0.08,0.005,0.002,46,0.9559834437085508,0.04401655629144918,0.9205134336421466,4.9225
Z,combined,0.08,0.005,0.002,47,0.9583194049589656,0.041680595041034385,0.9203338172743709,4.9225
Z,combined,0.08,0.005,0.002,48,0.9562255566259443,0.04377444337405567,0.9206332205934775,4.9225
Z,combined,0.08,0.005,0.002,49,0.9568742257081625,0.043125774291837504,0.9207273102588599,4.9225
Z,combined,0.08,0.005,0.002,50,0.9566085160484998,0.043391483951500165,0.9207894859602168,4.9225
Z,combined,0.08,0.005,0.002,51,0.9556031306341197,0.044396869365880276,0.9205539492787307,4.9225
Z,combined,0.08,0.005,0.002,52,0.9580536364975684,0.04194636350243164,0.9203369782294037,4.9225
Z,combined,0.08,0.005,0.002,53,0.9556350005708908,0.04436499942910921,0.9208075376007937,4.9225
Z,combined,0.08,0.005,0.002,54,0.9577110019836019,0.04228899801639807,0.9206708702861046,4.9225
Z,combined,0.08,0.005,0.002,55,0.9538754814643295,0.046124518535670456,0.9206857227666634,4.9225
Z,combined,0.08,0.005,0.002,56,0.9581572264384025,0.04184277356159749,0.9207331818597959,4.9225
Z,combined,0.08,0.005,0.002,57,0.9585223822670261,0.04147761773297387,0.9208373538565057,4.9225
Z,combined,0.08,0.005,0.002,58,0.9582852760342082,0.04171472396579179,0.9203420012756909,4.9225
Z,combined,0.08,0.005,0.002,59,0.9579352674728719,0.04206473252712806,0.9206995037988606,4.9225
H,static_only,0.08,0.0,0.0,10,0.999432086804419,0.0005679131955810268,0.9993917366429863,5.6075
H,static_only,0.08,0.0,0.0,11,0.9985291504125979,0.0014708495874020677,0.9992936672183903,5.6075
H,static_only,0.08,0.0,0.0,12,0.9987339275722653,0.001266072427734688,0.9992835609315784,5.6075
H,static_only,0.08,0.0,0.0,13,0.9954087159235621,0.00459128407643794,0.9994185541659864,5.6075
H,static_only,0.08,0.0,0.0,14,0.9994548323188022,0.0005451676811978334,0.9993927694882584,5.6075
H,static_only,0.08,0.0,0.0,15,0.9982371683127735,0.0017628316872264627,0.999376649271743,5.6075
H,static_only,0.08,0.0,0.0,16,0.9981552764870559,0.0018447235129440687,0.9992922432083087,5.6075
H,static_only,0.08,0.0,0.0,17,0.9992081710197669,0.0007918289802331113,0.999317945850131,5.6075
H,static_only,0.08,0.0,0.0,18,0.9959199358455051,0.004080064154494911,0.9994045419607832,5.6075
H,static_only,0.08,0.0,0.0,19,0.9990908867188842,0.0009091132811157587,0.9992581065285929,5.6075
H,static_only,0.08,0.0,0.0,20,0.9983506765509154,0.0016493234490846387,0.9992919102297046,5.6075
H,static_only,0.08,0.0,0.0,21,0.9985344468697515,0.0014655531302485425,0.9992775292411157,5.6075
H,static_only,0.08,0.0,0.0,22,0.9993730358541939,0.000626964145806097,0.9993989880150006,5.6075
H,static_only,0.08,0.0,0.0,23,0.9988819762345386,0.00111802376546144,0.9993219035011902,5.6075
H,static_only,0.08,0.0,0.0,24,0.9993813941847915,0.0006186058152084506,0.9993203010431466,5.6075
H,static_only,0.08,0.0,0.0,25,0.9995913586827174,0.00040864131728257647,0.9993405768412174,5.6075
H,static_only,0.08,0.0,0.0,26,0.9969186014076266,0.003081398592373441,0.9994036375348231,5.6075
H,static_only,0.08,0.0,0.0,27,0.9980513664605477,0.0019486335394522936,0.9993426143196046,5.6075
H,static_only,0.08,0.0,0.0,28,0.9996290335805658,0.0003709664194342377,0.9993221300849767,5.6075
H,static_only,0.08,0.0,0.0,29,0.9996553993120154,0.00034460068798458643,0.9993295133612743,5.6075
H,static_only,0.08,0.0,0.0,30,0.9991445710276692,0.0008554289723308184,0.9993043989776604,5.6075
H,static_only,0.08,0.0,0.0,31,0.9979555540123914,0.0020444459876085563,0.9992988321277908,5.6075
H,static_only,0.08,0.0,0.0,32,0.99881465569808,0.001185344301919966,0.9992975850536336,5.6075
H,static_only,0.08,0.0,0.0,33,0.9948252866692594,0.005174713330740599,0.9994054865335065,5.6075
H,static_only,0.08,0.0,0.0,34,0.9951858221222255,0.004814177877774495,0.9993818854097487,5.6075
H,static_only,0.08,0.0,0.0,35,0.9984862963684568,0.0015137036315432395,0.9992842410041314,5.6075
H,static_only,0.08,0.0,0.0,36,0.9995043729753936,0.000495627024606371,0.9993595578474601,5.6075
H,static_only,0.08,0.0,0.0,37,0.9996345975085497,0.00036540249145033954,0.9993695836300628,5.6075
H,static_only,0.08,0.0,0.0,38,0.9981498275797465,0.0018501724202535375,0.9993595390311942,5.6075
H,static_only,0.08,0.0,0.0,39,0.9987842847089686,0.0012157152910313718,0.999283120999513,5.6075
H,static_only,0.08,0.0,0.0,40,0.9991553705143643,0.000844629485635684,0.9994027488319631,5.6075
H,static_only,0.08,0.0,0.0,41,0.9995202984149467,0.00047970158505328264,0.999304640666124,5.6075
H,static_only,0.08,0.0,0.0,42,0.9947492407544561,0.005250759245543857,0.9994110524089117,5.6075
H,static_only,0.08,0.0,0.0,43,0.9985034739613046,0.0014965260386954338,0.9992668473963271,5.6075
H,static_only,0.08,0.0,0.0,44,0.9980188913761454,0.0019811086238545883,0.9993629562819475,5.6075
H,static_only,0.08,0.0,0.0,45,0.9974595474131926,0.0025404525868073513,0.999404737466167,5.6075
H,static_only,0.08,0.0,0.0,46,0.9990430515338165,0.0009569484661835492,0.9992514205528575,5.6075
H,static_only,0.08,0.0,0.0,47,0.9993001190210614,0.0006998809789385829,0.9993501664553085,5.6075
H,static_only,0.08,0.0,0.0,48,0.9991028666790767,0.0008971333209233379,0.9992505450451192,5.6075
H,static_only,0.08,0.0,0.0,49,0.9988344831897548,0.0011655168102452373,0.9992733898680886,5.6075
H,static_only,0.08,0.0,0.0,50,0.995034871286512,0.004965128713487976,0.9994008277482928,5.6075
H,static_only,0.08,0.0,0.0,51,0.9979612095081953,0.002038790491804665,0.9993999690854873,5.6075
H,static_only,0.08,0.0,0.0,52,0.999571702161239,0.0004282978387609715,0.999300305210159,5.6075
H,static_only,0.08,0.0,0.0,53,0.9948059855754539,0.005194014424546145,0.9993998172044729,5.6075
H,static_only,0.08,0.0,0.0,54,0.997196985156148,0.0028030148438520364,0.9993349660901959,5.6075
H,static_only,0.08,0.0,0.0,55,0.9965098316898022,0.003490168310197772,0.9994274482308503,5.6075
H,static_only,0.08,0.0,0.0,56,0.9972768489461912,0.0027231510538088255,0.9993194031154061,5.6075
H,static_only,0.08,0.0,0.0,57,0.9970024510337385,0.0029975489662614763,0.9993455121502594,5.6075
H,static_only,0.08,0.0,0.0,58,0.9992961061761171,0.0007038938238829173,0.9993498955155338,5.6075
H,static_only,0.08,0.0,0.0,59,0.9984221450725673,0.0015778549274326759,0.9992846127775274,5.6075
H,deph_0.002,0.08,0.002,0.0,10,0.9839554604585924,0.01604453954140761,0.9689078516455827,5.6075
H,deph_0.002,0.08,0.002,0.0,11,0.9830620996022248,0.016937900397775207,0.9688247713529574,5.6075
H,deph_0.002,0.08,0.002,0.0,12,0.9832630131386993,0.01673698686130065,0.9688120267044431,5.6075
H,deph_0.002,0.08,0.002,0.0,13,0.9800644736144553,0.019935526385544744,0.9689565912799945,5.6075
H,deph_0.002,0.08,0.002,0.0,14,0.9839866871293086,0.01601331287069141,0.9689276691795488,5.6075
H,deph_0.002,0.08,0.002,0.0,15,0.9827958383746671,0.017204161625332892,0.968917778489618,5.6075
H,deph_0.002,0.08,0.002,0.0,16,0.9826982635160602,0.017301736483939845,0.9688551561817388,5.6075
H,deph_0.002,0.08,0.002,0.0,17,0.9837466799043209,0.016253320095679147,0.9688627268949028,5.6075
H,deph_0.002,0.08,0.002,0.0,18,0.9805580441882618,0.019441955811738243,0.9689640065799239,5.6075
H,deph_0.002,0.08,0.002,0.0,19,0.9836148288938865,0.016385171106113483,0.9687935811774444,5.6075
H,deph_0.002,0.08,0.002,0.0,20,0.9828873384039861,0.01711266159601388,0.9688377436287197,5.6075
H,deph_0.002,0.08,0.002,0.0,21,0.9831042015829322,0.016895798417067787,0.9688458787332284,5.6075
H,deph_0.002,0.08,0.002,0.0,22,0.9838994817375816,0.01610051826241843,0.9689150273428806,5.6075
H,deph_0.002,0.08,0.002,0.0,23,0.983423865346777,0.01657613465322305,0.96884887729127,5.6075
H,deph_0.002,0.08,0.002,0.0,24,0.9839175115447903,0.016082488455209654,0.968876152460713,5.6075
H,deph_0.002,0.08,0.002,0.0,25,0.9841210664669467,0.015878933533053252,0.9688982855020618,5.6075
H,deph_0.002,0.08,0.002,0.0,26,0.9815246305690293,0.018475369430970723,0.9689491330361856,5.6075
H,deph_0.002,0.08,0.002,0.0,27,0.9826034140206349,0.01739658597936511,0.9688543920657107,5.6075
H,deph_0.002,0.08,0.002,0.0,28,0.9841405541256721,0.01585944587432786,0.9688524328806017,5.6075
H,deph_0.002,0.08,0.002,0.0,29,0.9841691049415684,0.015830895058431604,0.968856115695018,5.6075
H,deph_0.002,0.08,0.002,0.0,30,0.9836870771274879,0.01631292287251207,0.968856764170035,5.6075
H,deph_0.002,0.08,0.002,0.0,31,0.9825057196514639,0.017494280348536062,0.9688691426470712,5.6075
H,deph_0.002,0.08,0.002,0.0,32,0.9833584085821689,0.01664159141783106,0.968825216945033,5.6075
H,deph_0.002,0.08,0.002,0.0,33,0.9794933668796287,0.020506633120371265,0.9689632321528041,5.6075
H,deph_0.002,0.08,0.002,0.0,34,0.9798383837059825,0.02016161629401747,0.9689668508223388,5.6075
H,deph_0.002,0.08,0.002,0.0,35,0.9830207433306667,0.01697925666933331,0.9688474380019932,5.6075
H,deph_0.002,0.08,0.002,0.0,36,0.9840212714519259,0.01597872854807414,0.9688831261581092,5.6075
H,deph_0.002,0.08,0.002,0.0,37,0.9841618090988556,0.015838190901144356,0.9689140126368925,5.6075
H,deph_0.002,0.08,0.002,0.0,38,0.9827088849367477,0.017291115063252316,0.9688735454214572,5.6075
H,deph_0.002,0.08,0.002,0.0,39,0.9833136099964898,0.016686390003510243,0.9688075114693501,5.6075
H,deph_0.002,0.08,0.002,0.0,40,0.9836887741899798,0.016311225810020202,0.9689176694512415,5.6075
H,deph_0.002,0.08,0.002,0.0,41,0.9840326774358569,0.015967322564143127,0.9688423797424512,5.6075
H,deph_0.002,0.08,0.002,0.0,42,0.979423617014693,0.02057638298530695,0.9689718907026115,5.6075
H,deph_0.002,0.08,0.002,0.0,43,0.9830744044448786,0.01692559555512141,0.9688327979216309,5.6075
H,deph_0.002,0.08,0.002,0.0,44,0.9825814726083973,0.017418527391602656,0.9688765765017867,5.6075
H,deph_0.002,0.08,0.002,0.0,45,0.9820482068338756,0.017951793166124386,0.9689409465274735,5.6075
H,deph_0.002,0.08,0.002,0.0,46,0.9835873605293339,0.01641263947066607,0.9687904632157615,5.6075
H,deph_0.002,0.08,0.002,0.0,47,0.9838338570683658,0.01616614293163421,0.9688944138446345,5.6075
H,deph_0.002,0.08,0.002,0.0,48,0.9836357883265621,0.016364211673437934,0.9687829087264885,5.6075
H,deph_0.002,0.08,0.002,0.0,49,0.9833753661889102,0.016624633811089806,0.9687968499057662,5.6075
H,deph_0.002,0.08,0.002,0.0,50,0.9796935082103478,0.02030649178965216,0.9689559653901387,5.6075
H,deph_0.002,0.08,0.002,0.0,51,0.9825327167275211,0.01746728327247893,0.9689315925415088,5.6075
H,deph_0.002,0.08,0.002,0.0,52,0.9840838820246494,0.01591611797535064,0.9688363101193487,5.6075
H,deph_0.002,0.08,0.002,0.0,53,0.9794758685734695,0.020524131426530534,0.9689743726633384,5.6075
H,deph_0.002,0.08,0.002,0.0,54,0.9817788981217004,0.018221101878299617,0.9689172233828812,5.6075
H,deph_0.002,0.08,0.002,0.0,55,0.9811342557090634,0.01886574429093657,0.9689531956475583,5.6075
H,deph_0.002,0.08,0.002,0.0,56,0.981850273136284,0.018149726863715965,0.968899164414127,5.6075
H,deph_0.002,0.08,0.002,0.0,57,0.9815824889540483,0.018417511045951684,0.9688967080179061,5.6075
H,deph_0.002,0.08,0.002,0.0,58,0.9838305577193788,0.016169442280621227,0.9688969158942768,5.6075
H,deph_0.002,0.08,0.002,0.0,59,0.9829570137376646,0.017042986262335358,0.9688382242119632,5.6075
H,deph_0.005,0.08,0.005,0.0,10,0.9616357421076508,0.03836425789234921,0.9266364939729275,5.6075
H,deph_0.005,0.08,0.005,0.0,11,0.9607560873902794,0.0392439126097206,0.92657294489166,5.6075
H,deph_0.005,0.08,0.005,0.0,12,0.9609513890386074,0.03904861096139256,0.9265568428741776,5.6075
H,deph_0.005,0.08,0.005,0.0,13,0.9579357093705767,0.042064290629423295,0.9267135627139167,5.6075
H,deph_0.005,0.08,0.005,0.0,14,0.961678454425009,0.03832154557499101,0.9266795454502674,5.6075
H,deph_0.005,0.08,0.005,0.0,15,0.9605273284934692,0.039472671506530776,0.9266803482111868,5.6075
H,deph_0.005,0.08,0.005,0.0,16,0.9604069457732667,0.039593054226733315,0.9266457399799786,5.6075
H,deph_0.005,0.08,0.005,0.0,17,0.9614477916388837,0.03855220836111628,0.926627957915752,5.6075
H,deph_0.005,0.08,0.005,0.0,18,0.958403836814915,0.04159616318508497,0.9267496661164564,5.6075
H,deph_0.005,0.08,0.005,0.0,19,0.9612957795576255,0.03870422044237454,0.9265481612394604,5.6075
H,deph_0.005,0.08,0.005,0.0,20,0.9605867852069276,0.03941321479307236,0.9266055101163095,5.6075
H,deph_0.005,0.08,0.005,0.0,21,0.9608498164676931,0.039150183532306926,0.9266409207666888,5.6075
H,deph_0.005,0.08,0.005,0.0,22,0.9615841179470688,0.03841588205293123,0.9266433183680811,5.6075
H,deph_0.005,0.08,0.005,0.0,23,0.9611301737287564,0.03886982627124358,0.926591152295154,5.6075
H,deph_0.005,0.08,0.005,0.0,24,0.9616149774325302,0.038385022567469784,0.9266554860499314,5.6075
H,deph_0.005,0.08,0.005,0.0,25,0.9618092603030446,0.03819073969695541,0.9266796940155251,5.6075
H,deph_0.005,0.08,0.005,0.0,26,0.9593242791573129,0.04067572084268711,0.9267168448853502,5.6075
H,deph_0.005,0.08,0.005,0.0,27,0.9603248377894229,0.0396751622105771,0.9265767213349514,5.6075
H,deph_0.005,0.08,0.005,0.0,28,0.9618039039002471,0.03819609609975294,0.9266006836686353,5.6075
H,deph_0.005,0.08,0.005,0.0,29,0.9618353928314539,0.03816460716854608,0.9265989206931877,5.6075
H,deph_0.005,0.08,0.005,0.0,30,0.9613938057913246,0.03860619420867539,0.9266317361198504,5.6075
H,deph_0.005,0.08,0.005,0.0,31,0.9602247746493497,0.039775225350650256,0.9266695144426852,5.6075
H,deph_0.005,0.08,0.005,0.0,32,0.9610673372320677,0.03893266276793228,0.9265682606315293,5.6075
H,deph_0.005,0.08,0.005,0.0,33,0.9573822468262163,0.04261775317378369,0.9267458071214514,5.6075
H,deph_0.005,0.08,0.005,0.0,34,0.9577047264426406,0.0422952735573594,0.9267851603881471,5.6075
H,deph_0.005,0.08,0.005,0.0,35,0.9607172259211467,0.03928277407885328,0.9266389095664138,5.6075
H,deph_0.005,0.08,0.005,0.0,36,0.9616924474340112,0.038307552565988834,0.926622428581665,5.6075
H,deph_0.005,0.08,0.005,0.0,37,0.961846657227714,0.03815334277228599,0.926678270813988,5.6075
H,deph_0.005,0.08,0.005,0.0,38,0.9604403349097438,0.03955966509025621,0.9265990368393194,5.6075
H,deph_0.005,0.08,0.005,0.0,39,0.9610022665933386,0.03899773340666135,0.9265468852802912,5.6075
H,deph_0.005,0.08,0.005,0.0,40,0.9613835844227372,0.03861641557726281,0.9266448561279856,5.6075
H,deph_0.005,0.08,0.005,0.0,41,0.9616973561098796,0.03830264389012039,0.9266007425951099,5.6075
H,deph_0.005,0.08,0.005,0.0,42,0.9573216227314265,0.042678377268573486,0.9267587065656774,5.6075
H,deph_0.005,0.08,0.005,0.0,43,0.9608217503749901,0.03917824962500993,0.9266249547409416,5.6075
H,deph_0.005,0.08,0.005,0.0,44,0.9603180384352742,0.03968196156472581,0.926601561661104,5.6075
H,deph_0.005,0.08,0.005,0.0,45,0.9598228551935871,0.04017714480641288,0.9266965873321894,5.6075
H,deph_0.005,0.08,0.005,0.0,46,0.961297057370744,0.038702942629256,0.9265489732502039,5.6075
H,deph_0.005,0.08,0.005,0.0,47,0.9615281308991526,0.03847186910084743,0.9266580160230478,5.6075
H,deph_0.005,0.08,0.005,0.0,48,0.9613293607868373,0.038670639213162716,0.9265330216388401,5.6075
H,deph_0.005,0.08,0.005,0.0,49,0.9610802514791499,0.03891974852085012,0.9265345797795381,5.6075
H,deph_0.005,0.08,0.005,0.0,50,0.9575687413319095,0.0424312586680905,0.9267350402315919,5.6075
H,deph_0.005,0.08,0.005,0.0,51,0.9602826653443056,0.03971733465569438,0.9266813505065377,5.6075
H,deph_0.005,0.08,0.005,0.0,52,0.9617481839694193,0.0382518160305807,0.9265922375744124,5.6075
H,deph_0.005,0.08,0.005,0.0,53,0.9573672895584131,0.042632710441586896,0.9267791208832553,5.6075
H,deph_0.005,0.08,0.005,0.0,54,0.9595436884796898,0.04045631152031015,0.9267332640994306,5.6075
H,deph_0.005,0.08,0.005,0.0,55,0.9589602960037822,0.04103970399621781,0.9266940932708301,5.6075
H,deph_0.005,0.08,0.005,0.0,56,0.9596027451488169,0.04039725485118306,0.926711526517189,5.6075
H,deph_0.005,0.08,0.005,0.0,57,0.9593443041783415,0.04065569582165851,0.9266705484207479,5.6075
H,deph_0.005,0.08,0.005,0.0,58,0.9615258003933912,0.038474199606608805,0.9266640470049571,5.6075
H,deph_0.005,0.08,0.005,0.0,59,0.9606539605546938,0.039346039445306236,0.9266165670096855,5.6075
H,deph_0.010,0.08,0.01,0.0,10,0.9267017942460103,0.07329820575398971,0.8644845433200812,5.6075
H,deph_0.010,0.08,0.01,0.0,11,0.9258433724934968,0.0741566275065032,0.864446765983335,5.6075
H,deph_0.010,0.08,0.01,0.0,12,0.9260297822690567,0.07397021773094326,0.8644264341223367,5.6075
H,deph_0.010,0.08,0.01,0.0,13,0.9233006974318045,0.07669930256819546,0.8645983689624845,5.6075
H,deph_0.010,0.08,0.01,0.0,14,0.9267606302909567,0.07323936970904332,0.8645552361037032,5.6075
H,deph_0.010,0.08,0.01,0.0,15,0.9256742801556226,0.07432571984437741,0.8645762775874306,5.6075
H,deph_0.010,0.08,0.01,0.0,16,0.9255177785218812,0.07448222147811878,0.8645777345668961,5.6075
H,deph_0.010,0.08,0.01,0.0,17,0.9265439583051104,0.07345604169488962,0.8645223804381268,5.6075
H,deph_0.010,0.08,0.01,0.0,18,0.9237290333366319,0.07627096666336808,0.8646740939573225,5.6075
H,deph_0.010,0.08,0.01,0.0,19,0.9263625119745714,0.07363748802542858,0.8644321352982056,5.6075
H,deph_0.010,0.08,0.01,0.0,20,0.9256828810466967,0.07431711895330328,0.8645061042745628,5.6075
H,deph_0.010,0.08,0.01,0.0,21,0.9260142374383934,0.0739857625616066,0.8645724961674768,5.6075
H,deph_0.010,0.08,0.01,0.0,22,0.9266567968871029,0.0733432031128971,0.8644902989060415,5.6075
H,deph_0.010,0.08,0.01,0.0,23,0.9262352788362154,0.07376472116378463,0.8644559217396969,5.6075
H,deph_0.010,0.08,0.01,0.0,24,0.9267049509279075,0.0732950490720925,0.8645677205287142,5.6075
H,deph_0.010,0.08,0.01,0.0,25,0.9268846593499702,0.07311534065002978,0.8645938426050132,5.6075
H,deph_0.010,0.08,0.01,0.0,26,0.9245775475602244,0.07542245243977563,0.86461823420714,5.6075
H,deph_0.010,0.08,0.01,0.0,27,0.9254547915793432,0.07454520842065682,0.864414886027386,5.6075
H,deph_0.010,0.08,0.01,0.0,28,0.9268438594680329,0.07315614053196706,0.8644772700847452,5.6075
H,deph_0.010,0.08,0.01,0.0,29,0.9268794169293659,0.07312058307063407,0.8644668449059572,5.6075
H,deph_0.010,0.08,0.01,0.0,30,0.9264983943421394,0.07350160565786057,0.8645386516642646,5.6075
H,deph_0.010,0.08,0.01,0.0,31,0.9253518910978664,0.07464810890213358,0.8646147549551713,5.6075
H,deph_0.010,0.08,0.01,0.0,32,0.9261763726995897,0.07382362730041026,0.8644338281106346,5.6075
H,deph_0.010,0.08,0.01,0.0,33,0.922774557722901,0.07722544227709904,0.8646641676470811,5.6075
H,deph_0.010,0.08,0.01,0.0,34,0.9230613931735416,0.07693860682645837,0.8647512402684764,5.6075
H,deph_0.010,0.08,0.01,0.0,35,0.9258092437195283,0.07419075628047167,0.8645733082440593,5.6075
H,deph_0.010,0.08,0.01,0.0,36,0.9267448252262536,0.07325517477374643,0.8644867955668047,5.6075
H,deph_0.010,0.08,0.01,0.0,37,0.9269174502818529,0.0730825497181471,0.864570193024946,5.6075
H,deph_0.010,0.08,0.01,0.0,38,0.9255857501414586,0.07441424985854139,0.8644419793905663,5.6075
H,deph_0.010,0.08,0.01,0.0,39,0.9260809325073793,0.07391906749262067,0.8644089873406486,5.6075
H,deph_0.010,0.08,0.01,0.0,40,0.9264725284876139,0.07352747151238614,0.8644912226124718,5.6075
H,deph_0.010,0.08,0.01,0.0,41,0.92673961939673,0.07326038060327,0.8644916639084674,5.6075
H,deph_0.010,0.08,0.01,0.0,42,0.9227283186068087,0.0772716813931913,0.8646831494653286,5.6075
H,deph_0.010,0.08,0.01,0.0,43,0.9259889619340751,0.0740110380659249,0.8645532983166407,5.6075
H,deph_0.010,0.08,0.01,0.0,44,0.9254715460983035,0.07452845390169649,0.8644438313066336,5.6075
H,deph_0.010,0.08,0.01,0.0,45,0.9250371176565374,0.0749628823434626,0.864582143412429,5.6075
H,deph_0.010,0.08,0.01,0.0,46,0.9264071888249599,0.07359281117504013,0.8644364129129383,5.6075
H,deph_0.010,0.08,0.01,0.0,47,0.9266137222348004,0.07338627776519957,0.8645480890011064,5.6075
H,deph_0.010,0.08,0.01,0.0,48,0.9264150116770467,0.07358498832295335,0.8644101221155738,5.6075
H,deph_0.010,0.08,0.01,0.0,49,0.9261831946430479,0.07381680535695212,0.8643934620343217,5.6075
H,deph_0.010,0.08,0.01,0.0,50,0.9229396318828302,0.07706036811716976,0.8646485512216358,5.6075
H,deph_0.010,0.08,0.01,0.0,51,0.9254583624452206,0.07454163755477938,0.864559378197719,5.6075
H,deph_0.010,0.08,0.01,0.0,52,0.9267896330155548,0.07321036698444516,0.8644795351713879,5.6075
H,deph_0.010,0.08,0.01,0.0,53,0.9227634313420688,0.07723656865793116,0.8647273326099016,5.6075
H,deph_0.010,0.08,0.01,0.0,54,0.9247422486319575,0.07525775136804247,0.8646993719027405,5.6075
H,deph_0.010,0.08,0.01,0.0,55,0.924254521581263,0.07574547841873702,0.8645575718235938,5.6075
H,deph_0.010,0.08,0.01,0.0,56,0.9247818545574651,0.07521814544253491,0.8646717829316555,5.6075
H,deph_0.010,0.08,0.01,0.0,57,0.9245375633344445,0.07546243666555552,0.8645769502781555,5.6075
H,deph_0.010,0.08,0.01,0.0,58,0.9266127592328758,0.07338724076712422,0.8645585658163981,5.6075
H,deph_0.010,0.08,0.01,0.0,59,0.925746354210079,0.074253645789921,0.8645321500032354,5.6075
H,relax_0.002,0.08,0.0,0.002,10,0.995063745407228,0.004936254592772027,0.9907264977599588,5.6075
H,relax_0.002,0.08,0.0,0.002,11,0.9945956000904056,0.005404399909594404,0.9913964074617105,5.6075
H,relax_0.002,0.08,0.0,0.002,12,0.9947658482472224,0.005234151752777638,0.9913209774220049,5.6075
H,relax_0.002,0.08,0.0,0.002,13,0.9913372898883898,0.008662710111610239,0.9912859527287982,5.6075
H,relax_0.002,0.08,0.0,0.002,14,0.994993398388778,0.005006601611222017,0.9905338893898208,5.6075
H,relax_0.002,0.08,0.0,0.002,15,0.9941318725392648,0.005868127460735173,0.9912103570105971,5.6075
H,relax_0.002,0.08,0.0,0.002,16,0.9942518022609924,0.005748197739007588,0.9914570243765785,5.6075
H,relax_0.002,0.08,0.0,0.002,17,0.9948902987933228,0.005109701206677197,0.9906811682474883,5.6075
H,relax_0.002,0.08,0.0,0.002,18,0.9919231613560564,0.008076838643943596,0.9914318140089318,5.6075
H,relax_0.002,0.08,0.0,0.002,19,0.9950369085852444,0.004963091414755594,0.9911356774276687,5.6075
