system,disorder_strength,seed,tail_infidelity_mean,tail_stability_range,final_fidelity,pulse_energy
ensemble_lyapunov_Z,0.05,56,0.639869998206975,0.21148132835102873,0.25730635114664513,0.12273665032553994
ensemble_lyapunov_Z,0.05,57,0.6733457884659196,0.21636891228341637,0.22192783144160147,0.12273665032553994
ensemble_lyapunov_Z,0.05,58,0.6970740399432606,0.21420557696407916,0.2002065513514063,0.12273665032553994
ensemble_lyapunov_Z,0.05,59,0.45629210906537093,0.1772229629778984,0.4549942267742793,0.12273665032553994
ensemble_lyapunov_H,0.05,10,0.25573424229833985,0.09766616370422643,0.696341116174417,0.06960928115287543
ensemble_lyapunov_H,0.05,11,0.47795843294066415,0.1661617179977466,0.4392616512889483,0.06960928115287543
ensemble_lyapunov_H,0.05,12,0.3817399006509892,0.14035271301187358,0.5476644920201938,0.06960928115287543
ensemble_lyapunov_H,0.05,13,0.08902459017314955,0.03864186895201094,0.8912911103734518,0.06960928115287543
ensemble_lyapunov_H,0.05,14,0.6021655039100866,0.1922723163121659,0.3029170777441522,0.06960928115287543
ensemble_lyapunov_H,0.05,15,0.09067817473830563,0.03702099832009509,0.891311875437316,0.06960928115287543
ensemble_lyapunov_H,0.05,16,0.5963272587035181,0.18741447840013936,0.31180633428398885,0.06960928115287543
ensemble_lyapunov_H,0.05,17,0.2118114979690102,0.08831670992964724,0.742553793776475,0.06960928115287543
ensemble_lyapunov_H,0.05,18,0.296836332743434,0.11768332212678823,0.6438340686755453,0.06960928115287543
ensemble_lyapunov_H,0.05,19,0.18412491314628265,0.07174087185436084,0.7790597897947031,0.06960928115287543
ensemble_lyapunov_H,0.05,20,0.5636396552637261,0.18303531771394088,0.3461644466460638,0.06960928115287543
ensemble_lyapunov_H,0.05,21,0.5513292117983863,0.18483465311791591,0.35662672512915644,0.06960928115287543
ensemble_lyapunov_H,0.05,22,0.32784604149736607,0.12236361153237907,0.6117971593956854,0.06960928115287543
ensemble_lyapunov_H,0.05,23,0.011986993778537564,0.0060417214909809225,0.9847122825321963,0.06960928115287543
ensemble_lyapunov_H,0.05,24,0.4374778214343366,0.16064932222136585,0.4812750544872125,0.06960928115287543
ensemble_lyapunov_H,0.05,25,0.6501546300107846,0.1988931883875782,0.2523312309963188,0.06960928115287543
ensemble_lyapunov_H,0.05,26,0.14195635564596096,0.05992529383413425,0.8282079776384201,0.06960928115287543
ensemble_lyapunov_H,0.05,27,0.3297379967502121,0.12684022300293962,0.6061416241712707,0.06960928115287543
ensemble_lyapunov_H,0.05,28,0.026527835409140887,0.013035973273306412,0.9713290890791283,0.06960928115287543
