task,baseline,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,basis_count,segments,frequency_seed,restart_seed,training_objective,optimizer_iterations,optimizer_success,optimization_seconds
H,crab,0.08,41,0.9930721254588809,0.0069278745411190945,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,42,0.9999664246044254,3.3575395574581e-05,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,43,0.9997273682494967,0.0002726317505032938,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,44,0.9985133733544027,0.0014866266455972887,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,45,0.9967299078522873,0.0032700921477126776,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,46,0.998277745974472,0.0017222540255279473,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,47,0.9969902488301802,0.00300975116981983,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,48,0.9989608579297348,0.001039142070265231,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,49,0.9999504581316867,4.954186831329643e-05,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,50,0.9998767497795169,0.00012325022048309542,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,51,0.9960245043473752,0.003975495652624783,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,52,0.9933717908824087,0.006628209117591322,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,53,0.9996899473372997,0.00031005266270034415,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,54,0.9952138841850825,0.004786115814917502,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,55,0.9999497898179646,5.0210182035437256e-05,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,56,0.9965330948777713,0.0034669051222286917,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,57,0.9997783651137293,0.00022163488627069405,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
H,crab,0.08,58,0.9972844810709232,0.0027155189290768433,4.00874249698839,3,40,31,101,0.0010809806353707066,35,False,19.40370754606556
